Book-Author,num_ratings,avg_rating
yasmina khadra,2,8.0
janis harrison,1,8.0
pam johnson - bennett,1,8.0
pam crooks,1,8.0
john brunner,4,8.0
vivian schilling,2,8.0
jim fielder,1,8.0
jim heimann,1,8.0
oliver butterworth,1,8.0
jo - ann mapson,4,8.0
peter heg,2,8.0
peter j . heck,2,8.0
peter maas,6,8.0
peter matthiessen,4,8.0
joanna cole,10,8.0
joanne bertin,4,8.0
walter alvarez,2,8.0
norris church mailer,1,8.0
joanne greenberg,6,8.0
joe buff,1,8.0
nomi eve,2,8.0
joe keenan,2,8.0
virgil,1,8.0
nina killham,2,8.0
john bendel,1,8.0
victoria holt,2,8.0
peter hedges,2,8.0
oriah mountain dreamer,7,8.0
paige davis,2,8.0
peggy orenstein,2,8.0
jennifer donnelly,1,8.0
paula marantz cohen,1,8.0
jennifer lynch,6,8.0
p . l . travers,3,8.0
will hobbs,1,8.0
p . craig russell,1,8.0
wilhelm genazino,1,8.0
jerry baker,1,8.0
wes craven,1,8.0
pete mccarthy,1,8.0
jillian medoff,2,8.0
peter abelard,1,8.0
jessica speart,2,8.0
jill ker conway,4,8.0
peter beagle,1,8.0
walter tevis,1,8.0
walter m . miller jr,4,8.0
"walter m . , jr . miller",2,8.0
walter dean myers,5,8.0
jillian hart,1,8.0
jessica anderson,1,8.0
richard a . knaak,3,8.0
john r . maxim,3,8.0
sherwood anderson,1,8.0
robert m . eversz,3,8.0
stephen birmingham,1,8.0
maryse conde,4,8.0
leslie meier,2,8.0
robert parker,6,8.0
mary shelley,1,8.0
linda konner,2,8.0
linda nichols,4,8.0
lindsay caldwell,1,8.0
robert westall,1,8.0
lindsay mckenna,2,8.0
robert westbrook,1,8.0
mary oliver,1,8.0
lionel dahmer,1,8.0
lisa beamer,8,8.0
robert wilson,6,8.0
robertson davies,24,8.0
mary lynn baxter,3,8.0
sinclair ross,7,8.0
silver ravenwolf,9,8.0
lisa tucker,9,8.0
sigrid nunez,1,8.0
lisa whelchel,7,8.0
robin burcell,2,8.0
shirley mcclaine,2,8.0
shirl henke,1,8.0
liza nelson,1,8.0
shireen dodson,1,8.0
lois - ann yamanaka,2,8.0
stephen booth,1,8.0
matilde asensi,8,8.0
stephen frey,2,8.0
lauren haney,2,8.0
susan donovan,8,8.0
robert bloch,1,8.0
launius anthony,1,8.0
robert bolt,1,8.0
laura bradley,2,8.0
robert bright,1,8.0
robert byrne,1,8.0
laura fraser,3,8.0
sting,2,8.0
stewart wieck,2,8.0
laurel thatcher ulrich,4,8.0
steven barnes,2,8.0
lauren belfer,2,8.0
laurence cosse,2,8.0
robert littell,1,8.0
melina marchetta,1,8.0
stephen williams,1,8.0
melanie jackson,2,8.0
meir shalev,4,8.0
megan mccafferty,12,8.0
stephen l . carter,3,8.0
max phillips,2,8.0
leif enger,11,8.0
leigh w . rutledge,3,8.0
len deighton,1,8.0
stephen horn,4,8.0
matthew thomas,1,8.0
leonard goldberg,3,8.0
mary janice davidson,10,8.0
sherryl jordan,1,8.0
susan faludi,7,8.0
maruja torres,2,8.0
lynne sharon schwartz,1,8.0
sarah vowell,16,8.0
rosemary altea,1,8.0
sarah louise delany,2,8.0
magdalen nabb,1,8.0
maggie goswami,2,8.0
sandra tsing loh,4,8.0
russell baker,3,8.0
manuel vicent,3,8.0
marcel ayme,4,8.0
sandra cisneros,19,8.0
marjorie garber,1,8.0
marg stark,1,8.0
margaret cho,9,8.0
margaret eleanor atwood,4,8.0
sam walton,1,8.0
margaret forster,1,8.0
marion zimmer bradley,180,8.0
ry,1,8.0
sam llewellyn,2,8.0
mario benedetti,2,8.0
sam brown,3,8.0
margery allingham,1,8.0
sallie bissell,1,8.0
marguerite de angeli,1,8.0
marguerite duras,9,8.0
ryne douglas pearson,1,8.0
marilyn robinson,2,8.0
s . t . joshi,4,8.0
sasha cagen,1,8.0
scott bradfield,1,8.0
lynn michaels,3,8.0
sheila lukins,1,8.0
martin suter,6,8.0
lolly winston,3,8.0
robin norwood,3,8.0
lori lansens,2,8.0
lorna sage,1,8.0
martin clark,1,8.0
shena mackay,1,8.0
lorus milne,2,8.0
martha wells,2,8.0
rodman philbrick,2,8.0
roger fisher,3,8.0
marta perry,2,8.0
sheila rabe,1,8.0
marsha sinetar,3,8.0
ronald munson,3,8.0
roger highfield,2,8.0
louise l . hay,1,8.0
she lao,1,8.0
sharpe,3,8.0
marlon brando,1,8.0
sean hughes,2,8.0
lucy . lidell,2,8.0
lucy cousins,1,8.0
lucy moll,4,8.0
ludwig bemelmans,3,8.0
romain gary,2,8.0
scott odell,1,8.0
ron kovic,1,8.0
metsy hingle,3,8.0
larry baker,2,8.0
trina paulus,5,8.0
karen moline,2,8.0
judith ryan hendricks,1,8.0
thomas nagel,2,8.0
thomas more,4,8.0
morag prunty,1,8.0
judy ritchie,1,8.0
jule mcbride,4,8.0
thomas keneally,20,8.0
thomas j . craughwell,1,8.0
thomas helm,2,8.0
rebecca miller,2,8.0
molly o'keefe,3,8.0
thomas c . foster,2,8.0
theresa monsour,2,8.0
junichiro tanizaki,3,8.0
k . amber,5,8.0
moira martingale,1,8.0
k . okakura,2,8.0
miyamoto musashi,1,8.0
the dalai lama,4,8.0
kalle lasn,8,8.0
kamala markandaya,3,8.0
kaoru hoketsu,3,8.0
kara dalkey,1,8.0
karen anders,8,8.0
reinaldo arenas,3,8.0
karen hawkins,3,8.0
terzani tiziano,1,8.0
karen kijewski,3,8.0
miriam grace monfredo,1,8.0
judith miller,2,8.0
judith michaels,2,8.0
randal l . schwartz,1,8.0
tom shales,2,8.0
john ralston saul,1,8.0
john rechy,1,8.0
tricia bauer,2,8.0
john s . marr,2,8.0
pierre ambroise francois choderl laclos,1,8.0
new yorker,1,8.0
nelson mandela,3,8.0
jon kabat - zinn,5,8.0
neil zawacki,1,8.0
tonya pines,3,8.0
tony earley,4,8.0
tonino benacquista,4,8.0
jonathan kirsch,1,8.0
jonathon king,1,8.0
judith freeman,1,8.0
joseph girzone,2,8.0
tom corbett,6,8.0
tom brokaw,6,8.0
todd wilbur,2,8.0
todd strasser,4,8.0
naomi m . stokes,1,8.0
joseph r . garber,4,8.0
timothy hillmer,1,8.0
r . k . gordon,2,8.0
naomi epel,3,8.0
nancy larrick,1,8.0
raj kamal jha,1,8.0
ramon del valle - inclan,3,8.0
miranda sawyer,2,8.0
karen novak,1,8.0
susan goldsmith wooldridge,1,8.0
teresa hill,1,8.0
kenneth davis,4,8.0
michael marsh smith,3,8.0
susun s . weed,1,8.0
kera bolonik,1,8.0
richard lederer,3,8.0
kevin freiberg,4,8.0
susan wilson,1,8.0
kimberly kirberger,1,8.0
richard paul russo,1,8.0
michael j . hunt,1,8.0
kitty ferguson,1,8.0
kitty kelley,4,8.0
michael j . behe,1,8.0
kobo abe,1,8.0
michael gannon,1,8.0
koji suzuki,2,8.0
konrad spindler,1,8.0
konstantinos,1,8.0
koushun takami,2,8.0
susan leslie liepitz,1,8.0
kristine k rusch,1,8.0
kurt d . bruner,1,8.0
richard powers,2,8.0
kyle mills,11,8.0
richard wright,5,8.0
richard zimler,3,8.0
michael f . jacobson,3,8.0
rick buda,2,8.0
michael cordy,2,8.0
kenneth blanchard,2,8.0
kenn harper,1,8.0
michael mcgarrity,1,8.0
kathleen cambor,2,8.0
karen templeton,4,8.0
mike daisey,5,8.0
mika waltari,1,8.0
ted mico,1,8.0
karleen koen,2,8.0
kate clinton,3,8.0
kate forsyth,1,8.0
kate moses,1,8.0
kate phillips,1,8.0
richard dreyfuss,1,8.0
michel de montaigne,1,8.0
katherine m . eakin,1,8.0
katherine towler,2,8.0
michael stern,1,8.0
michael moorcock,4,8.0
kathleen taylor,2,8.0
kathryn lasky,1,8.0
sylvia abraham,1,8.0
kathryn shay,2,8.0
michael rips,1,8.0
michael patrick macdonald,3,8.0
katy gardner,4,8.0
suzy spencer,1,8.0
keith kay,2,8.0
keith r . a . decandido,1,8.0
suze orman,10,8.0
michael newton,3,8.0
ken anderson,2,8.0
patrick nielsen hayden,2,8.0
a . a . attanasio,1,8.0
zz packer,1,8.0
d . l . smith,1,8.0
alice kimberly,1,8.0
daphne du maurier,22,8.0
hans peter richter,1,8.0
daniel goleman,6,8.0
b . werber,1,8.0
daniel de foe,1,8.0
dan rhodes,5,8.0
harriette arnow,5,8.0
dan gutman,1,8.0
harry harrison,5,8.0
alexis harrington,1,8.0
b . kliban,1,8.0
harville hendrix,2,8.0
alexandre jardin,1,8.0
hayden carruth,1,8.0
alexandre dumas,34,8.0
hazel whitaker,1,8.0
cynthia baxter,1,8.0
cynthia ahlquist,3,8.0
cristina bjork,2,8.0
craig thomas,1,8.0
cornwell patricia,1,8.0
darlene marie wilkinson,3,8.0
h . g . wells,21,8.0
helen ellis,5,8.0
gretchen moran laskas,3,8.0
gonzalo torrente ballester,5,8.0
arto paasilinna,1,8.0
gordon mackenzie,1,8.0
goscinny sempe,3,8.0
gregg kleiner,1,8.0
david lindsey,2,8.0
david l . robbins,1,8.0
david koenig,1,8.0
alix kates shulman,2,8.0
alistair macleod,2,8.0
david j . pelzer,29,8.0
david almond,3,8.0
david d . burns,4,8.0
david cordingly,1,8.0
alisa valdes - rodriguez,6,8.0
david clement - davies,1,8.0
david chong,4,8.0
gwen hunter,2,8.0
david breashears,2,8.0
david bayles,1,8.0
b . d . joyce,2,8.0
h . a . rey,1,8.0
heinrich harrer,5,8.0
cooper susan,3,8.0
ben mezrich,12,8.0
charles sheffield,1,8.0
christa wolf,3,8.0
ian irvine,1,8.0
barry denenberg,1,8.0
choderlos de laclos,1,8.0
chip lovitt,1,8.0
chet raymo,1,8.0
cheryl mendelson,2,8.0
inoue hisashi,3,8.0
alan alexander milne,2,8.0
cherie bennett,2,8.0
charles monroe sheldon,1,8.0
alan marshall,3,8.0
becker,3,8.0
charles baxter,9,8.0
chaim potok,28,8.0
cesare pavess,1,8.0
isabel losada,3,8.0
al sarrantonio,1,8.0
isla dewar,2,8.0
cathi hanauer,2,8.0
catherine clark,2,8.0
catherine bush,3,8.0
christiane heggan,1,8.0
alan titchmarsh,4,8.0
connie porter,1,8.0
clive james,1,8.0
connie may fowler,13,8.0
alexander solzhenitsyn,6,8.0
connie briscoe,3,8.0
barbara freethy,1,8.0
colson whitehead,2,8.0
henrik ibsen,6,8.0
henry beard,2,8.0
henry louis gates,5,8.0
colin harrison,1,8.0
barbara johnson,6,8.0
alex kotlowitz,2,8.0
christopher isherwood,1,8.0
herbert lieberman,1,8.0
clinton mckinzie,1,8.0
cleo coyle,3,8.0
aldo leopold,6,8.0
alan warner,3,8.0
clamp,15,8.0
honor books,1,8.0
cindy bonner,1,8.0
christopher stasheff,2,8.0
hsu - ming teo,2,8.0
golden books,1,8.0
allen m . steele,2,8.0
dawn phd prince - hughes,2,8.0
eileen dreyer,1,8.0
elizabeth benedict,2,8.0
anna thomas,1,8.0
eliyahu m . goldratt,2,8.0
elisabeth eaves,5,8.0
elias canetti,1,8.0
elaine viets,3,8.0
elaine st james,1,8.0
andrew klavan,7,8.0
andrew h . vachss,2,8.0
anne hooper,3,8.0
francois mauriac,1,8.0
elizabeth forsythe hailey,4,8.0
andrew greeley,1,8.0
edna buchanan,4,8.0
anne michaels,3,8.0
edith skom,2,8.0
edith pargeter,1,8.0
frank mccourt,196,8.0
frank peretti,11,8.0
edgar rice burroughs,6,8.0
franklin graham,2,8.0
fred gallagher,1,8.0
elizabeth buchan,7,8.0
faith sullivan,1,8.0
dawn powell,2,8.0
ann m . martin,8,8.0
anita mills,1,8.0
erich kaestner,3,8.0
anita brookner,1,8.0
ann b . ross,24,8.0
angus oblong,2,8.0
emily franklin,1,8.0
esme raji codell,1,8.0
ann charters,2,8.0
eloisa james,2,8.0
elliott hester,5,8.0
ethan canin,1,8.0
elizabeth goudge,2,8.0
ellen conford,2,8.0
ellen byerrum,2,8.0
elke heidenreich,2,8.0
ethan watters,1,8.0
eugene o'neill,3,8.0
elizabeth warnock fernea,1,8.0
andy mangels,2,8.0
andy andrews,2,8.0
eve forward,2,8.0
elizabeth marie pope,2,8.0
fred uhlman,2,8.0
edain mccoy,1,8.0
anne rampling,5,8.0
dee alexander brown,3,8.0
dianna wynne jones,2,8.0
george crane,1,8.0
diane hoh,3,8.0
anthony de mello,1,8.0
george grossmith,1,8.0
desmond morris,1,8.0
denise little,4,8.0
delta burke,1,8.0
georges perec,1,8.0
georgia bockoven,1,8.0
apostolos doxiadis,2,8.0
fuyumi soryo,1,8.0
gertrude crampton,2,8.0
alvah simon,1,8.0
gertrude warner,1,8.0
deborah and james howe,2,8.0
gil roscoe,1,8.0
giles blunt,2,8.0
debbie janasak,2,8.0
debbie dadey,4,8.0
deb kastner,1,8.0
dean ing,1,8.0
"george , jr . lardner",2,8.0
geoffrey a . landis,1,8.0
amy fusselman,1,8.0
geneen roth,2,8.0
dulce chacon,3,8.0
duane elgin,2,8.0
dr . jerri nielsen,6,8.0
douglas kennedy,4,8.0
douglas clegg,1,8.0
anne stuart,3,8.0
doug kirby,2,8.0
dorothy l . sayers,6,8.0
galaxy craze,1,8.0
dorothy cannell,5,8.0
doris may lessing,3,8.0
gary goldschneider,2,8.0
ana menendez,2,8.0
donald e . westlake,1,8.0
gay courter,2,8.0
gay hendricks,4,8.0
gayle lynds,1,8.0
gelsey kirkland,2,8.0
don richard riso,3,8.0
don freeman,4,8.0
dolce & gabbana,3,8.0
ben m . baglio,1,8.0
eric s . raymond,2,8.0
carla neggers,22,8.0
caroline sutton,1,8.0
carl bernstein,3,8.0
james white,3,8.0
carla cassidy,3,8.0
james beauseigneur,2,8.0
jamie o'neill,1,8.0
james b . stewart,1,8.0
carla sinclair,2,8.0
jamie sams,3,8.0
bob costas,2,8.0
jake vest,1,8.0
bill slavicsek,2,8.0
jacqueline woodson,1,8.0
bernhard kegel,2,8.0
jacqueline l . tobin,2,8.0
adrian nicole leblanc,1,8.0
carol burnett,1,8.0
jacki lyden,1,8.0
carol ryrie brink,2,8.0
jack ketchum,4,8.0
jack gantos,1,8.0
jack b . du brul,2,8.0
adam barrow,1,8.0
james d . doss,1,8.0
betsy burke,2,8.0
james hilton,1,8.0
a . c . doyle,1,8.0
james luceno,2,8.0
james lowder,3,8.0
bhagavadgita,1,8.0
james st . james,2,8.0
beverly west,3,8.0
beverly brandt,3,8.0
james huston,2,8.0
james howe,2,8.0
"bryan , e . , ph . d . robinson",1,8.0
bett williams,1,8.0
aaron naparstek,1,8.0
booth tarkington,1,8.0
c . g . jung,1,8.0
c . j . box,2,8.0
abby bardi,3,8.0
c . w . ceram,5,8.0
bill broady,3,8.0
caiseal mor,2,8.0
calvin trillin,8,8.0
benjamin spock,3,8.0
james rollins,16,8.0
aileen schumacher,2,8.0
bill flanagan,4,8.0
carolyne aarsen,1,8.0
"aidan , macfarlane",2,8.0
michael moore,143,7.993006993006993
margaret weis,132,7.992424242424242
isaac asimov,111,7.990990990990991
henning mankell,83,7.9879518072289155
iris johansen,157,7.980891719745223
jean m . auel,155,7.974193548387097
tracy chevalier,172,7.97093023255814
richard preston,58,7.9655172413793105
debbie macomber,96,7.958333333333333
teresa medeiros,23,7.956521739130435
donna woolfolk cross,23,7.956521739130435
stefan fatsis,22,7.954545454545454
paul reiser,43,7.953488372093023
jack london,42,7.9523809523809526
gregory stock,20,7.95
scott adams,97,7.948453608247423
russell banks,19,7.947368421052632
eve ensler,19,7.947368421052632
jeffery deaver,114,7.947368421052632
margaret george,19,7.947368421052632
tim lahaye,225,7.946666666666666
jackie collins,71,7.943661971830986
f . scott fitzgerald,70,7.942857142857143
jack canfield,233,7.939914163090129
a . a . milne,16,7.9375
stephen king,1915,7.936292428198433
meggin cabot,31,7.935483870967742
barbara hambly,31,7.935483870967742
ernest hemingway,108,7.935185185185185
dennis lehane,61,7.934426229508197
kelley armstrong,15,7.933333333333334
paulo coelho,86,7.930232558139535
stephen e . ambrose,14,7.928571428571429
isabel allende,150,7.926666666666667
kent haruf,27,7.925925925925926
catherine ryan hyde,40,7.925
mike gayle,13,7.923076923076923
wally lamb,255,7.921568627450981
italo calvino,25,7.92
chris bohjalian,74,7.918918918918919
diane mott davidson,111,7.918918918918919
margaret atwood,269,7.9182156133829
lori foster,73,7.917808219178082
poppy brite,12,7.916666666666667
ron hansen,12,7.916666666666667
suzann ledbetter,12,7.916666666666667
boris vian,12,7.916666666666667
jill barnett,12,7.916666666666667
fyodor dostoevsky,12,7.916666666666667
robert silverberg,11,7.909090909090909
geoff ryman,11,7.909090909090909
eric garcia,11,7.909090909090909
alvin schwartz,11,7.909090909090909
tim o'brien,21,7.904761904761905
sue townsend,51,7.901960784313726
b . stoker,10,7.9
luis sepulveda,20,7.9
jeff noon,10,7.9
millie criswell,10,7.9
madeline hunter,10,7.9
tom stoppard,10,7.9
simon singh,10,7.9
haruki murakami,58,7.896551724137931
linda lael miller,38,7.894736842105263
douglas preston,47,7.8936170212765955
richard matheson,28,7.892857142857143
nora roberts,1025,7.88780487804878
raymond feist,26,7.884615384615385
robert a . heinlein,104,7.884615384615385
lawrence sanders,60,7.883333333333334
laura esquivel,101,7.881188118811881
robert louis stevenson,25,7.88
tanya huff,57,7.87719298245614
richard russo,65,7.876923076923077
phyllis white,8,7.875
joe haldeman,8,7.875
sarah smith,8,7.875
thomas h . cook,8,7.875
linda moore,8,7.875
indu sundaresan,8,7.875
stephanie bond,8,7.875
robert fulghum,104,7.875
tony horwitz,8,7.875
peter david,109,7.871559633027523
sandra hill,23,7.869565217391305
sharon shinn,23,7.869565217391305
raymond e . feist,15,7.866666666666666
susan orlean,15,7.866666666666666
john sandford,179,7.865921787709497
michael connelly,96,7.864583333333333
elizabeth young,22,7.863636363636363
terry goodkind,95,7.863157894736842
paul feig,7,7.857142857142857
jane yolen,7,7.857142857142857
cara lockwood,7,7.857142857142857
ruth l . ozeki,7,7.857142857142857
carlton smith,7,7.857142857142857
michael dorris,7,7.857142857142857
michael marshall,7,7.857142857142857
h . jackson brown,35,7.857142857142857
kim wong keltner,7,7.857142857142857
hardy,7,7.857142857142857
john e . douglas,28,7.857142857142857
brady udall,7,7.857142857142857
ruth rendell,20,7.85
carl hiaasen,106,7.849056603773585
tad williams,66,7.848484848484849
emma donoghue,13,7.846153846153846
robert m . pirsig,13,7.846153846153846
jacob weisberg,13,7.846153846153846
matt beaumont,13,7.846153846153846
john douglas,13,7.846153846153846
jude deveraux,233,7.84549356223176
john berendt,76,7.842105263157895
cornelia funke,19,7.842105263157895
noah gordon,19,7.842105263157895
fyodor dostoyevsky,25,7.84
suzanne brockmann,68,7.838235294117647
al franken,49,7.836734693877551
nicholas sparks,357,7.834733893557423
george eliot,12,7.833333333333333
garcia marques,6,7.833333333333333
patricia c . wrede,6,7.833333333333333
michael dobbs,6,7.833333333333333
walter mosley,12,7.833333333333333
gaston leroux,12,7.833333333333333
jodi thomas,6,7.833333333333333
patrick mccabe,6,7.833333333333333
diana wynne jones,18,7.833333333333333
sarah zettel,6,7.833333333333333
john j . nance,12,7.833333333333333
edward abbey,18,7.833333333333333
julia alvarez,24,7.833333333333333
phyllis a . whitney,6,7.833333333333333
karen stolz,6,7.833333333333333
jack olsen,6,7.833333333333333
mary brown,6,7.833333333333333
w . rev awdry,6,7.833333333333333
beppe severgnini,6,7.833333333333333
deborah copaken kogan,6,7.833333333333333
deborah larsen,6,7.833333333333333
sally morgan,6,7.833333333333333
michael teitelbaum,6,7.833333333333333
t . luca de tena,6,7.833333333333333
john d . macdonald,6,7.833333333333333
james alan gardner,6,7.833333333333333
arthur c . clarke,82,7.829268292682927
charles bukowski,23,7.826086956521739
david guterson,92,7.826086956521739
jeanne ray,17,7.823529411764706
anna gavalda,17,7.823529411764706
robert crais,17,7.823529411764706
jules verne,11,7.818181818181818
simon r . green,11,7.818181818181818
reginald hill,11,7.818181818181818
kay allenbaugh,11,7.818181818181818
stef ann holm,11,7.818181818181818
tony hawks,38,7.815789473684211
ann rule,140,7.814285714285714
richard paul evans,43,7.813953488372093
faye kellerman,102,7.813725490196078
stephen baxter,16,7.8125
spider robinson,16,7.8125
will ferguson,31,7.806451612903226
robert girardi,5,7.8
e . m . swift,5,7.8
gene brewer,5,7.8
elizabeth george speare,15,7.8
terry jones,5,7.8
amanda foreman,5,7.8
james gleick,5,7.8
douglas e . winter,5,7.8
sara nickles,5,7.8
katharine kerr,10,7.8
bill amend,5,7.8
z . barnes,5,7.8
mark salzman,10,7.8
rachel gibson,20,7.8
barbara strachey,5,7.8
iris rainer dart,5,7.8
julie otsuka,5,7.8
neil postman,5,7.8
jon stewart,5,7.8
francois m . voltaire,20,7.8
emile zola,5,7.8
christopher paolini,10,7.8
betty j . eadie,10,7.8
anne heche,5,7.8
laurie garrett,5,7.8
rebecca wells,323,7.795665634674923
brad meltzer,34,7.794117647058823
anne lamott,52,7.788461538461538
laura wolf,33,7.787878787878788
john kennedy toole,47,7.787234042553192
dorothy gilman,28,7.785714285714286
thomas cahill,14,7.785714285714286
tom robbins,157,7.7834394904458595
maggie shayne,23,7.782608695652174
judith guest,9,7.777777777777778
bernard cornwell,9,7.777777777777778
louis de bernieres,18,7.777777777777778
stan berenstain,36,7.777777777777778
thomas harris,237,7.776371308016878
ken follett,174,7.775862068965517
sophie kinsella,161,7.770186335403727
mercer mayer,13,7.769230769230769
ellis peters,13,7.769230769230769
roddy doyle,13,7.769230769230769
alan paton,13,7.769230769230769
helen fielding,302,7.768211920529802
charles dickens,73,7.767123287671233
james a . michener,38,7.7631578947368425
mary stewart,21,7.761904761904762
homer,25,7.76
marian keyes,133,7.7593984962406015
tina daniell,4,7.75
rita herron,4,7.75
george dawes green,4,7.75
ron clark,4,7.75
alisa kwitney,8,7.75
anne bronte,4,7.75
laurence yep,4,7.75
julie andrews edwards,4,7.75
melvin burgess,4,7.75
sapphire,4,7.75
salley vickers,4,7.75
ayun halliday,4,7.75
r . fallet,4,7.75
malika oufkir,20,7.75
j coe,4,7.75
max barry,28,7.75
roger ebert,4,7.75
margaret peterson haddix,4,7.75
karin lowachee,4,7.75
india knight,4,7.75
tom savage,4,7.75
michele slatalla,4,7.75
kathleen norris,4,7.75
antonio machado,4,7.75
robin williams,4,7.75
joel martin,4,7.75
mark kurlansky,8,7.75
susan g . lydon,4,7.75
seamus deane,4,7.75
j . m . coetzee,16,7.75
joanna wayne,4,7.75
tobias wolff,4,7.75
wilkie collins,12,7.75
karen hesse,4,7.75
karen harper,8,7.75
david m . friedman,4,7.75
elizabeth pantley,4,7.75
anne o . faulk,4,7.75
andrej kurkow,4,7.75
sid fleischman,4,7.75
david hunt,4,7.75
india edghill,4,7.75
erik fosnes hansen,4,7.75
jennifer hunter,4,7.75
carlton stowers,4,7.75
paul devereux,4,7.75
philip roth,20,7.75
zoe heller,4,7.75
emily barr,12,7.75
darian north,4,7.75
james b . south,4,7.75
helen humphreys,4,7.75
dan zevin,8,7.75
charlene sands,4,7.75
joy kogawa,8,7.75
patricia daniels cornwell,319,7.7492163009404385
piers anthony,357,7.7478991596638656
jan karon,75,7.746666666666667
jane green,142,7.746478873239437
janet fitch,118,7.745762711864407
colleen mccullough,55,7.745454545454545
simon winchester,35,7.742857142857143
jostein gaarder,57,7.7368421052631575
kay hooper,57,7.7368421052631575
luanne rice,49,7.73469387755102
larry niven,64,7.734375
josie litton,15,7.733333333333333
julia quinn,41,7.7317073170731705
maeve binchy,247,7.728744939271255
lisa carey,11,7.7272727272727275
justine korman,11,7.7272727272727275
bill richardson,11,7.7272727272727275
anchee min,11,7.7272727272727275
e . annie proulx,11,7.7272727272727275
sherman alexie,22,7.7272727272727275
nelson demille,69,7.72463768115942
peter hoeg,29,7.724137931034483
herman melville,18,7.722222222222222
adriana trigiani,61,7.721311475409836
sue grafton,430,7.72093023255814
judy blume,241,7.717842323651452
richie tankersley cusick,7,7.714285714285714
george s . clason,7,7.714285714285714
deborah smith,7,7.714285714285714
trisha baker,7,7.714285714285714
sinclair lewis,7,7.714285714285714
robert cormier,7,7.714285714285714
alice steinbach,7,7.714285714285714
ariella papa,7,7.714285714285714
daj sijie,7,7.714285714285714
niall williams,7,7.714285714285714
john varley,7,7.714285714285714
gary paulsen,7,7.714285714285714
matt groening,14,7.714285714285714
heinrich boll,7,7.714285714285714
josh mcdowell,7,7.714285714285714
james patterson,696,7.714080459770115
anne rivers siddons,38,7.7105263157894735
robert k . tanenbaum,17,7.705882352941177
vicki iovine,27,7.703703703703703
jack kerouac,67,7.701492537313433
susan jane gilman,10,7.7
katherine dunn,20,7.7
karen cushman,10,7.7
jennifer egan,10,7.7
christian jacq,10,7.7
philip gourevitch,10,7.7
richard e grant,10,7.7
david brin,40,7.7
william sutcliffe,10,7.7
lincoln child,10,7.7
jill conner browne,43,7.6976744186046515
mary balogh,23,7.695652173913044
barbara delinsky,88,7.693181818181818
kristin hannah,39,7.6923076923076925
lisa kleypas,39,7.6923076923076925
larry watson,13,7.6923076923076925
jorge luis borges,13,7.6923076923076925
ridley pearson,26,7.6923076923076925
arthur miller,26,7.6923076923076925
nancy holder,13,7.6923076923076925
patricia gaffney,38,7.684210526315789
jennifer crusie,145,7.682758620689655
sylvia nasar,22,7.681818181818182
isabel wolff,28,7.678571428571429
amanda quick,68,7.676470588235294
anne perry,68,7.676470588235294
arundhati roy,61,7.672131147540983
anita shreve,284,7.669014084507042
kathy tyers,3,7.666666666666667
tom connor,3,7.666666666666667
jennifer l . o'connell,3,7.666666666666667
werber,3,7.666666666666667
federico andahazi,3,7.666666666666667
jean marzollo,6,7.666666666666667
edith hamilton,6,7.666666666666667
elaine coffman,3,7.666666666666667
cheryl holt,3,7.666666666666667
jonathan winters,3,7.666666666666667
fedor dostoevsky,3,7.666666666666667
george saunders,3,7.666666666666667
burl barer,3,7.666666666666667
whitney gaskell,3,7.666666666666667
jorge amado,6,7.666666666666667
cindi myers,3,7.666666666666667
petra hammesfahr,3,7.666666666666667
forster,3,7.666666666666667
michael okuda,3,7.666666666666667
denis woychuk,3,7.666666666666667
john g . neihardt,6,7.666666666666667
"frank b . , jr . gilbreth",3,7.666666666666667
anna sewell,3,7.666666666666667
lisa jackson,30,7.666666666666667
ernest callenbach,3,7.666666666666667
christopher paul curtis,3,7.666666666666667
byron preiss,3,7.666666666666667
ellen sussman,3,7.666666666666667
claudia keller,3,7.666666666666667
fred saberhagen,3,7.666666666666667
ramon j . sender,6,7.666666666666667
a . c . crispin,9,7.666666666666667
louis h . janda,6,7.666666666666667
lee iacocca,3,7.666666666666667
rose estes,3,7.666666666666667
lareina rule,3,7.666666666666667
colleen shannon,3,7.666666666666667
andre iii dubus,3,7.666666666666667
john wyndham,3,7.666666666666667
andrea de carlo,6,7.666666666666667
cynthia hartwick,3,7.666666666666667
kristin gabriel,3,7.666666666666667
doug naylor,9,7.666666666666667
sparkle hayter,18,7.666666666666667
andrea ashworth,3,7.666666666666667
robert ellis,3,7.666666666666667
e . e . cummings,3,7.666666666666667
buchi emecheta,3,7.666666666666667
kenny mccaughey,3,7.666666666666667
cornelia caroline funke,3,7.666666666666667
suzanne enoch,6,7.666666666666667
caroline llewellyn,3,7.666666666666667
mary kirchoff,15,7.666666666666667
brian kramer,12,7.666666666666667
eca de queiros,3,7.666666666666667
alexandra fuller,9,7.666666666666667
ernest shackleton,3,7.666666666666667
mel gilden,6,7.666666666666667
else buschheuer,3,7.666666666666667
meera syal,3,7.666666666666667
rosalind miles,6,7.666666666666667
patrick o'brian,6,7.666666666666667
johnston mcculley,3,7.666666666666667
bernard lenteric,3,7.666666666666667
graham greene,24,7.666666666666667
anna lee waldo,3,7.666666666666667
robert hellenga,12,7.666666666666667
beck weathers,3,7.666666666666667
alice vaara,3,7.666666666666667
alice blanchard,3,7.666666666666667
ayelet waldman,6,7.666666666666667
prelude pr,3,7.666666666666667
