,User-ID,User-City,User-Country,User-Age
35374,205356,long beach," usa""",28.0
29925,172676,long beach," usa""",29.0
40207,232766,long beach," usa""",30.0
20045,116004,long beach," usa""",31.0
25242,145112,long beach," usa""",32.0
4630,27812,long beach," usa""",33.0
8870,51526,long beach," usa""",34.0
39487,228523,long beach," usa""",35.0
11936,68429,long beach," usa""",36.0
39732,229985,long beach," usa""",36.0
15,75,long beach," usa""",37.0
30302,174791,long beach," usa""",38.0
20771,120155,long beach," usa""",42.0
31860,183895,long beach," usa""",42.0
31677,182819,long beach," usa""",44.0
35766,207520,long beach," usa""",44.0
15150,87610,long beach," usa""",45.0
26738,153669,long beach," usa""",45.0
40774,236032,long beach," usa""",46.0
38280,221924,long beach," usa""",50.0
27189,156515,long beach," usa""",67.0
26648,153152,long beach," usa""",70.0
39478,228455,long beach," usa""",76.0
92,619,long beach," usa""",
228,1279,long beach," usa""",
665,3842,long beach," usa""",
7054,40778,long beach," usa""",
12425,71316,long beach," usa""",
14707,85010,long beach," usa""",
15121,87449,long beach," usa""",
18543,107394,long beach," usa""",
20263,117150,long beach," usa""",
21118,122080,long beach," usa""",
21720,125556,long beach," usa""",
22114,127564,long beach," usa""",
23387,134776,long beach," usa""",
26772,153910,long beach," usa""",
28504,164696,long beach," usa""",
28677,165664,long beach," usa""",
31829,183725,long beach," usa""",
31908,184174,long beach," usa""",
39155,226700,long beach," usa""",
42063,242887,long beach," usa""",
42141,243315,long beach," usa""",
43174,249048,long beach," usa""",
44841,258391,long beach," usa""",
47753,275843,long beach," usa""",
13881,80201,long branch," usa""",36.0
42274,244070,long branch," usa""",47.0
3154,19549,long branch," usa""",
9579,55359,long branch," usa""",
22950,132224,long branch," usa""",
27025,155346,long branch," usa""",
31229,179975,long branch," usa""",
8345,48300,long island," usa""",16.0
10107,58252,long island," usa""",17.0
40196,232712,long island," usa""",24.0
7843,45158,long island," usa""",40.0
4121,24933,long island," usa""",44.0
44814,258235,long lake," usa""",48.0
42601,245680,long valley," usa""",45.0
6395,37046,long valley," usa""",63.0
25821,148348,longmeadow," usa""",
39702,229755,longmont," usa""",18.0
11345,65038,longmont," usa""",28.0
30127,173856,longmont," usa""",30.0
34766,201829,longmont," usa""",33.0
121,746,longmont," usa""",36.0
6503,37586,longmont," usa""",41.0
47236,272412,longmont," usa""",43.0
39117,226519,longmont," usa""",44.0
39502,228644,longmont," usa""",47.0
13517,77902,longmont," usa""",53.0
6049,35181,longmont," usa""",
6130,35637,longmont," usa""",
7498,43251,longmont," usa""",
15303,88475,longmont," usa""",
17725,102642,longmont," usa""",
18586,107667,longmont," usa""",
32374,187245,longmont," usa""",
32670,188892,longmont," usa""",
36963,213850,longmont," usa""",
42106,243117,longmont," usa""",
4277,25908,longport," usa""",
41276,238711,longview," usa""",14.0
34388,199443,longview," usa""",22.0
1357,7983,longview," usa""",26.0
23861,137336,longview," usa""",26.0
42001,242581,longview," usa""",29.0
27304,157380,longview," usa""",34.0
44698,257534,longview," usa""",34.0
32024,184854,longview," usa""",50.0
40234,232936,longview," usa""",
346,2035,longwood," usa""",15.0
21970,126846,longwood," usa""",18.0
14973,86465,longwood," usa""",32.0
35247,204747,longwood," usa""",37.0
46314,267326,longwood," usa""",37.0
24331,139878,longwood," usa""",38.0
47332,273121,longwood," usa""",41.0
31905,184154,longwood," usa""",42.0
46969,270754,longwood," usa""",44.0
14725,85095,longwood," usa""",63.0
6044,35166,longwood," usa""",
37925,219721,longwood," usa""",
17628,102033,lookout mtn.," usa""",20.0
876,5385,loomis," usa""",30.0
23482,135300,loomis," usa""",35.0
30028,173240,loomis," usa""",68.0
657,3800,loomis," usa""",
34462,199901,lopez island," usa""",35.0
8164,47153,lorain," usa""",19.0
36974,213941,lorain," usa""",20.0
41322,238901,lorain," usa""",
4048,24496,lord`s valley," usa""",
42405,244719,lords valley," usa""",73.0
47945,277018,lorraine," usa""",21.0
18333,106131,lorton," usa""",32.0
29145,168531,los alamitos," usa""",73.0
5793,33822,los alamos," usa""",30.0
47409,273647,los alamos," usa""",36.0
9856,56791,los alamos," usa""",40.0
6814,39241,los alamos," usa""",55.0
16428,94886,los alamos," usa""",
43682,251744,los alamos," usa""",
8488,49260,los altos," usa""",59.0
4782,28637,los altos," usa""",
20004,115791,los altos," usa""",
29648,171039,los altos," usa""",
35358,205285,los altos," usa""",
38434,222779,los altos," usa""",
29823,172080,los angeles," usa""",15.0
1120,6682,los angeles," usa""",16.0
20746,119886,los angeles," usa""",18.0
20928,121101,los angeles," usa""",18.0
157,903,los angeles," usa""",19.0
5878,34256,los angeles," usa""",19.0
13637,78667,los angeles," usa""",19.0
23130,133256,los angeles," usa""",19.0
17867,103493,los angeles," usa""",20.0
2105,12964,los angeles," usa""",21.0
6251,36269,los angeles," usa""",21.0
9742,56165,los angeles," usa""",21.0
1491,8853,los angeles," usa""",22.0
7573,43575,los angeles," usa""",22.0
17026,98525,los angeles," usa""",22.0
36816,213048,los angeles," usa""",22.0
37973,219987,los angeles," usa""",22.0
1108,6608,los angeles," usa""",23.0
12870,74093,los angeles," usa""",23.0
31146,179454,los angeles," usa""",23.0
40074,232012,los angeles," usa""",23.0
40992,237191,los angeles," usa""",23.0
6955,40136,los angeles," usa""",24.0
21047,121701,los angeles," usa""",24.0
34291,198840,los angeles," usa""",24.0
47717,275625,los angeles," usa""",24.0
17687,102399,los angeles," usa""",25.0
36398,210405,los angeles," usa""",25.0
44501,256548,los angeles," usa""",25.0
1659,10090,los angeles," usa""",26.0
7404,42611,los angeles," usa""",26.0
12397,71188,los angeles," usa""",26.0
14437,83315,los angeles," usa""",26.0
21449,124020,los angeles," usa""",26.0
23670,136211,los angeles," usa""",26.0
28258,163202,los angeles," usa""",26.0
29078,168123,los angeles," usa""",26.0
30298,174766,los angeles," usa""",26.0
36362,210168,los angeles," usa""",26.0
44832,258342,los angeles," usa""",26.0
32487,187948,los angeles," usa""",27.0
44931,258938,los angeles," usa""",27.0
1428,8362,los angeles," usa""",28.0
8510,49377,los angeles," usa""",28.0
11302,64791,los angeles," usa""",28.0
18310,106036,los angeles," usa""",28.0
18591,107718,los angeles," usa""",28.0
36233,209479,los angeles," usa""",28.0
43527,250948,los angeles," usa""",28.0
7159,41343,los angeles," usa""",29.0
14338,82854,los angeles," usa""",29.0
21410,123801,los angeles," usa""",29.0
24621,141704,los angeles," usa""",29.0
36529,211176,los angeles," usa""",29.0
40008,231639,los angeles," usa""",29.0
17157,99132,los angeles," usa""",30.0
44661,257307,los angeles," usa""",30.0
45421,261863,los angeles," usa""",30.0
37913,219650,los angeles," usa""",31.0
40240,232978,los angeles," usa""",31.0
3337,20664,los angeles," usa""",32.0
39082,226343,los angeles," usa""",32.0
42232,243879,los angeles," usa""",32.0
3708,22607,los angeles," usa""",33.0
5866,34208,los angeles," usa""",33.0
6500,37573,los angeles," usa""",33.0
9701,55914,los angeles," usa""",33.0
32575,188389,los angeles," usa""",33.0
34717,201598,los angeles," usa""",33.0
4924,29471,los angeles," usa""",34.0
12917,74358,los angeles," usa""",34.0
13108,75490,los angeles," usa""",34.0
14449,83363,los angeles," usa""",34.0
22706,130958,los angeles," usa""",34.0
44101,254153,los angeles," usa""",34.0
45615,263112,los angeles," usa""",34.0
3979,24145,los angeles," usa""",35.0
15672,90752,los angeles," usa""",35.0
29117,168338,los angeles," usa""",35.0
30732,177098,los angeles," usa""",37.0
9957,57354,los angeles," usa""",38.0
13053,75173,los angeles," usa""",38.0
26218,150799,los angeles," usa""",38.0
3053,18806,los angeles," usa""",39.0
3570,21837,los angeles," usa""",39.0
34882,202553,los angeles," usa""",39.0
38425,222704,los angeles," usa""",39.0
43178,249063,los angeles," usa""",39.0
23664,136193,los angeles," usa""",40.0
44136,254348,los angeles," usa""",40.0
464,2622,los angeles," usa""",41.0
3339,20680,los angeles," usa""",41.0
42912,247588,los angeles," usa""",41.0
47521,274400,los angeles," usa""",41.0
7717,44433,los angeles," usa""",42.0
3498,21468,los angeles," usa""",43.0
6886,39621,los angeles," usa""",43.0
45581,262883,los angeles," usa""",43.0
46789,269760,los angeles," usa""",43.0
46808,269833,los angeles," usa""",43.0
39684,229677,los angeles," usa""",45.0
473,2653,los angeles," usa""",46.0
23691,136281,los angeles," usa""",46.0
19297,111888,los angeles," usa""",50.0
33557,194209,los angeles," usa""",50.0
36429,210557,los angeles," usa""",50.0
6244,36240,los angeles," usa""",51.0
13515,77891,los angeles," usa""",51.0
23554,135736,los angeles," usa""",54.0
31807,183576,los angeles," usa""",55.0
9313,53904,los angeles," usa""",56.0
38208,221469,los angeles," usa""",57.0
11869,68050,los angeles," usa""",61.0
16073,93230,los angeles," usa""",61.0
32293,186816,los angeles," usa""",61.0
39977,231447,los angeles," usa""",62.0
36035,208590,los angeles," usa""",76.0
181,1040,los angeles," usa""",
374,2148,los angeles," usa""",
936,5746,los angeles," usa""",
2335,14417,los angeles," usa""",
3142,19480,los angeles," usa""",
3201,19803,los angeles," usa""",
3490,21420,los angeles," usa""",
4055,24530,los angeles," usa""",
4214,25500,los angeles," usa""",
5074,30297,los angeles," usa""",
5327,31362,los angeles," usa""",
5389,31624,los angeles," usa""",
6045,35176,los angeles," usa""",
6198,35997,los angeles," usa""",
6820,39282,los angeles," usa""",
8058,46366,los angeles," usa""",
8138,47017,los angeles," usa""",
8182,47265,los angeles," usa""",
8206,47381,los angeles," usa""",
9132,52927,los angeles," usa""",
9264,53545,los angeles," usa""",
9546,55191,los angeles," usa""",
9575,55347,los angeles," usa""",
9988,57560,los angeles," usa""",
11046,63575,los angeles," usa""",
12124,69511,los angeles," usa""",
12226,70087,los angeles," usa""",
13678,78855,los angeles," usa""",
14357,82907,los angeles," usa""",
14600,84411,los angeles," usa""",
14740,85184,los angeles," usa""",
15912,92339,los angeles," usa""",
17226,99508,los angeles," usa""",
17895,103636,los angeles," usa""",
18057,104560,los angeles," usa""",
18305,106006,los angeles," usa""",
18467,106901,los angeles," usa""",
18503,107118,los angeles," usa""",
18536,107333,los angeles," usa""",
18580,107642,los angeles," usa""",
18771,108827,los angeles," usa""",
18844,109265,los angeles," usa""",
19064,110558,los angeles," usa""",
19544,113291,los angeles," usa""",
19695,114158,los angeles," usa""",
19938,115482,los angeles," usa""",
21077,121892,los angeles," usa""",
21732,125641,los angeles," usa""",
22506,129888,los angeles," usa""",
22928,132141,los angeles," usa""",
23369,134680,los angeles," usa""",
23888,137495,los angeles," usa""",
24246,139432,los angeles," usa""",
24549,141279,los angeles," usa""",
24834,142861,los angeles," usa""",
25366,145762,los angeles," usa""",
25380,145826,los angeles," usa""",
25763,148030,los angeles," usa""",
25905,148804,los angeles," usa""",
26375,151665,los angeles," usa""",
27290,157241,los angeles," usa""",
27603,159286,los angeles," usa""",
28085,162260,los angeles," usa""",
28146,162626,los angeles," usa""",
29936,172737,los angeles," usa""",
30201,174281,los angeles," usa""",
30321,174897,los angeles," usa""",
30714,177032,los angeles," usa""",
30808,177479,los angeles," usa""",
31497,181614,los angeles," usa""",
32607,188550,los angeles," usa""",
32748,189486,los angeles," usa""",
34415,199578,los angeles," usa""",
35142,204162,los angeles," usa""",
35205,204500,los angeles," usa""",
35209,204509,los angeles," usa""",
35408,205508,los angeles," usa""",
35489,205967,los angeles," usa""",
36573,211400,los angeles," usa""",
36911,213635,los angeles," usa""",
38533,223268,los angeles," usa""",
38570,223431,los angeles," usa""",
38643,223737,los angeles," usa""",
38655,223790,los angeles," usa""",
38768,224351,los angeles," usa""",
38932,225471,los angeles," usa""",
40889,236618,los angeles," usa""",
41510,240001,los angeles," usa""",
41756,241307,los angeles," usa""",
42493,245118,los angeles," usa""",
42796,246895,los angeles," usa""",
42811,246958,los angeles," usa""",
43354,250107,los angeles," usa""",
43414,250383,los angeles," usa""",
44751,257874,los angeles," usa""",
44993,259287,los angeles," usa""",
46033,265753,los angeles," usa""",
46755,269622,los angeles," usa""",
47230,272394,los angeles," usa""",
47611,274959,los angeles," usa""",
47875,276569,los angeles," usa""",
48225,278479,los angeles," usa""",
21370,123608,los banos," usa""",17.0
678,3938,los banos," usa""",37.0
42330,244349,los banos," usa""",40.0
32908,190480,los feliz/silverlake," usa""",35.0
43834,252570,los gatos," usa""",25.0
232,1297,los gatos," usa""",30.0
27335,157577,los gatos," usa""",41.0
14896,86076,los gatos," usa""",42.0
16809,97232,los gatos," usa""",55.0
3020,18604,los gatos," usa""",
15800,91595,los gatos," usa""",
19187,111131,los gatos," usa""",
20943,121158,los gatos," usa""",
29111,168307,los gatos," usa""",
34614,200829,los gatos," usa""",
36701,212329,los gatos," usa""",
45252,260877,los gatos," usa""",
18648,108141,los molinos," usa""",
1270,7440,los osos," usa""",25.0
29591,170760,los osos," usa""",38.0
16858,97578,los osos," usa""",
16942,98097,los osos," usa""",
18069,104623,los pantalones," usa""",22.0
3491,21423,loudon," usa""",21.0
37584,217516,loudoun county," usa""",56.0
30049,173342,louisa," usa""",27.0
38654,223789,louisa," usa""",50.0
7548,43437,louisburg," usa""",
20824,120599,louisburg," usa""",
31139,179419,louisburg," usa""",
33244,192424,louisburg," usa""",
21017,121515,louisiana," usa""",
8672,50371,louisville," usa""",15.0
42341,244391,louisville," usa""",15.0
22255,128284,louisville," usa""",17.0
32286,186784,louisville," usa""",17.0
39663,229607,louisville," usa""",17.0
42848,247158,louisville," usa""",19.0
37294,215929,louisville," usa""",20.0
6343,36788,louisville," usa""",22.0
27398,158031,louisville," usa""",22.0
6366,36918,louisville," usa""",24.0
22572,130226,louisville," usa""",24.0
2523,15688,louisville," usa""",25.0
14884,86021,louisville," usa""",25.0
29899,172512,louisville," usa""",25.0
35166,204292,louisville," usa""",25.0
41173,238120,louisville," usa""",25.0
41459,239665,louisville," usa""",25.0
40641,235214,louisville," usa""",27.0
2672,16510,louisville," usa""",28.0
4800,28731,louisville," usa""",29.0
34821,202205,louisville," usa""",29.0
40443,233930,louisville," usa""",29.0
15609,90333,louisville," usa""",30.0
42427,244817,louisville," usa""",30.0
5563,32428,louisville," usa""",31.0
28427,164173,louisville," usa""",31.0
20667,119387,louisville," usa""",32.0
37031,214315,louisville," usa""",32.0
44587,256925,louisville," usa""",32.0
13385,77181,louisville," usa""",33.0
15913,92346,louisville," usa""",33.0
19514,113135,louisville," usa""",33.0
30590,176348,louisville," usa""",33.0
31965,184465,louisville," usa""",33.0
35184,204391,louisville," usa""",33.0
39096,226432,louisville," usa""",33.0
45516,262442,louisville," usa""",34.0
9960,57379,louisville," usa""",35.0
20115,116310,louisville," usa""",35.0
23418,134935,louisville," usa""",36.0
32502,187999,louisville," usa""",36.0
7358,42362,louisville," usa""",37.0
2548,15809,louisville," usa""",38.0
24656,141912,louisville," usa""",38.0
2100,12923,louisville," usa""",39.0
2714,16747,louisville," usa""",39.0
10344,59504,louisville," usa""",39.0
47046,271176,louisville," usa""",39.0
3287,20388,louisville," usa""",40.0
15523,89869,louisville," usa""",40.0
22757,131217,louisville," usa""",42.0
21702,125411,louisville," usa""",43.0
27844,160978,louisville," usa""",44.0
36717,212416,louisville," usa""",44.0
43622,251457,louisville," usa""",44.0
16723,96571,louisville," usa""",45.0
12682,72946,louisville," usa""",46.0
30855,177812,louisville," usa""",46.0
5770,33654,louisville," usa""",48.0
7828,45074,louisville," usa""",48.0
38543,223325,louisville," usa""",48.0
22570,130221,louisville," usa""",49.0
41594,240403,louisville," usa""",49.0
37955,219906,louisville," usa""",50.0
38024,220364,louisville," usa""",55.0
3560,21788,louisville," usa""",56.0
14030,81212,louisville," usa""",56.0
30310,174833,louisville," usa""",57.0
26447,152046,louisville," usa""",58.0
39039,226014,louisville," usa""",58.0
12132,69580,louisville," usa""",61.0
35104,203904,louisville," usa""",61.0
19784,114627,louisville," usa""",65.0
328,1915,louisville," usa""",
4363,26287,louisville," usa""",
6823,39288,louisville," usa""",
8057,46362,louisville," usa""",
9853,56759,louisville," usa""",
12051,69032,louisville," usa""",
12376,71011,louisville," usa""",
13536,78007,louisville," usa""",
13716,79110,louisville," usa""",
14363,82939,louisville," usa""",
16748,96727,louisville," usa""",
18189,105258,louisville," usa""",
20543,118654,louisville," usa""",
21698,125401,louisville," usa""",
23429,135005,louisville," usa""",
23515,135445,louisville," usa""",
24683,142017,louisville," usa""",
24770,142525,louisville," usa""",
24955,143597,louisville," usa""",
25038,144069,louisville," usa""",
27223,156708,louisville," usa""",
27928,161377,louisville," usa""",
28569,165071,louisville," usa""",
28715,165884,louisville," usa""",
28880,166958,louisville," usa""",
32412,187449,louisville," usa""",
32844,190150,louisville," usa""",
33894,196287,louisville," usa""",
35971,208371,louisville," usa""",
36103,208809,louisville," usa""",
38780,224430,louisville," usa""",
38906,225316,louisville," usa""",
39367,227887,louisville," usa""",
39706,229775,louisville," usa""",
40862,236473,louisville," usa""",
42238,243907,louisville," usa""",
42505,245172,louisville," usa""",
46420,267837,louisville," usa""",
43750,252118,louiville," usa""",15.0
26836,154252,loup city," usa""",
40562,234764,lousiburg," usa""",14.0
12064,69102,loveland," usa""",22.0
29036,167914,loveland," usa""",23.0
46809,269835,loveland," usa""",25.0
10508,60255,loveland," usa""",33.0
3008,18556,loveland," usa""",34.0
7987,45925,loveland," usa""",35.0
38281,221926,loveland," usa""",36.0
20122,116339,loveland," usa""",37.0
46648,269107,loveland," usa""",38.0
37473,216911,loveland," usa""",41.0
26874,154499,loveland," usa""",49.0
29922,172652,loveland," usa""",49.0
22171,127836,loveland," usa""",53.0
8272,47863,loveland," usa""",
8498,49300,loveland," usa""",
13904,80357,loveland," usa""",
15822,91725,loveland," usa""",
19359,112316,loveland," usa""",
21274,123087,loveland," usa""",
26519,152496,loveland," usa""",
26654,153196,loveland," usa""",
26764,153867,loveland," usa""",
28563,165011,loveland," usa""",
29780,171858,loveland," usa""",
30020,173210,loveland," usa""",
32850,190196,loveland," usa""",
36656,212063,loveland," usa""",
40021,231714,loveland," usa""",
41116,237799,loveland," usa""",
10535,60419,lovelock," usa""",36.0
47764,275923,loves park," usa""",34.0
29602,170796,loves park," usa""",
38576,223455,loves park," usa""",
20416,117923,lovettsville," usa""",
45045,259550,lovettsville," usa""",
47092,271434,lovingston," usa""",
10475,60130,lowell," usa""",41.0
5739,33479,lowell," usa""",47.0
26309,151303,lowell," usa""",49.0
12114,69440,lowell," usa""",56.0
531,3077,lowell," usa""",
8531,49513,lowell," usa""",
13838,79941,lowell," usa""",
15939,92478,lowell," usa""",
18516,107258,lowell," usa""",
20341,117515,lowell," usa""",
24611,141641,lowell," usa""",
37393,216437,lowell," usa""",
39856,230752,lowell," usa""",
45401,261749,lowell," usa""",
42870,247302,lower burrell," usa""",
30909,178089,lowry city," usa""",67.0
40410,233819,lowville," usa""",65.0
8749,50809,lubbock," usa""",15.0
38095,220695,lubbock," usa""",29.0
8237,47609,lubbock," usa""",34.0
25472,146207,lubbock," usa""",36.0
20018,115883,lubbock," usa""",37.0
43169,249026,lubbock," usa""",37.0
38901,225286,lubbock," usa""",47.0
2545,15806,lubbock," usa""",
18965,110000,lubbock," usa""",
24389,140237,lubbock," usa""",
25577,146863,lubbock," usa""",
34891,202606,lubbock," usa""",
643,3709,lucama," usa""",30.0
8747,50800,lucedale," usa""",31.0
40312,233342,lucerne," usa""",
36038,208602,luck," usa""",22.0
14346,82882,lucky me," usa""",27.0
41288,238757,ludington," usa""",45.0
14474,83503,ludington," usa""",
22003,127045,ludington," usa""",
40869,236538,ludlow," usa""",
3306,20457,luling," usa""",40.0
4509,27161,luling," usa""",40.0
47149,271734,lumberton," usa""",33.0
25515,146468,lumberton," usa""",56.0
32053,185089,lumberton," usa""",
38788,224479,luray," usa""",55.0
10570,60625,lusby," usa""",38.0
46923,270475,lusby," usa""",39.0
31398,181050,lutherville," usa""",51.0
18089,104715,lutz," usa""",23.0
40471,234102,lutz," usa""",31.0
26337,151470,lutz," usa""",34.0
19535,113255,lutz," usa""",47.0
8640,50161,lutz," usa""",58.0
24593,141512,lutz," usa""",
24691,142055,lutz," usa""",
45725,263840,lutz," usa""",
46162,266584,lyme," usa""",
22720,131031,lyme ctr," usa""",
6617,38100,lynbrook," usa""",28.0
3713,22625,lynbrook," usa""",54.0
31948,184360,lynchburg," usa""",24.0
39007,225855,lynchburg," usa""",28.0
44920,258907,lynchburg," usa""",29.0
4981,29867,lynchburg," usa""",62.0
354,2089,lynchburg," usa""",
917,5636,lynchburg," usa""",
2615,16138,lynchburg," usa""",
5028,30127,lynchburg," usa""",
10529,60387,lynchburg," usa""",
16804,97207,lynchburg," usa""",
20671,119398,lynchburg," usa""",
46830,269941,lynchburg," usa""",
10428,59920,lynden," usa""",30.0
19797,114674,lynden," usa""",44.0
6209,36072,lynden," usa""",52.0
32728,189352,lynden," usa""",
28100,162376,lynn," usa""",23.0
6437,37289,lynn," usa""",24.0
34126,197874,lynn," usa""",44.0
23625,136012,lynn," usa""",48.0
24785,142588,lynn," usa""",61.0
45849,264588,lynn," usa""",
16969,98255,lynn haven," usa""",65.0
5133,30546,lynn haven," usa""",67.0
13494,77772,lynnwood," usa""",13.0
41048,237439,lynnwood," usa""",21.0
42703,246311,lynnwood," usa""",35.0
39230,227097,lynnwood," usa""",37.0
8289,47925,lynnwood," usa""",
13572,78291,lynnwood," usa""",
31755,183279,lynnwood," usa""",
36932,213723,lynnwood," usa""",
41505,239966,lynnwood," usa""",
41820,241648,lynnwood," usa""",
36246,209527,lyons," usa""",40.0
37347,216219,lyons," usa""",46.0
26385,151719,lyons," usa""",
27564,159007,lytton springs," usa""",49.0
29322,169414,m," usa""",
42282,244108,m ount morris," usa""",41.0
1276,7482,macarthur," usa""",49.0
10500,60228,macclenny," usa""",49.0
27548,158934,macedon," usa""",35.0
46951,270638,macedon," usa""",47.0
10463,60079,macedonia," usa""",49.0
7729,44481,macedonia," usa""",
17235,99620,machesney park," usa""",
40220,232850,macomb," usa""",18.0
12976,74709,macomb," usa""",21.0
1602,9579,macomb," usa""",23.0
48141,278007,macomb," usa""",30.0
44627,257082,macomb," usa""",45.0
33840,196047,macomb," usa""",55.0
21697,125400,macomb," usa""",59.0
28547,164918,macomb," usa""",
43058,248308,macomb," usa""",
5005,29980,macon," usa""",22.0
20042,115997,macon," usa""",32.0
16538,95423,macon," usa""",33.0
5224,30910,macon," usa""",37.0
19506,113096,macon," usa""",55.0
3883,23631,macon," usa""",57.0
5140,30570,macon," usa""",
16070,93203,macon," usa""",
27042,155450,macon," usa""",
47620,275050,macon," usa""",
33322,192822,macungie," usa""",
20165,116549,madbury," usa""",44.0
43037,248207,madera," usa""",23.0
44775,257984,madera," usa""",24.0
40438,233917,madera," usa""",38.0
23953,137908,madera," usa""",43.0
3141,19478,madera," usa""",
7351,42323,madera," usa""",
7933,45642,madera," usa""",
9525,55083,madera," usa""",
39099,226447,madera," usa""",
33786,195625,madison," usa""",13.0
39480,228466,madison," usa""",16.0
3504,21484,madison," usa""",21.0
18120,104880,madison," usa""",21.0
3915,23785,madison," usa""",23.0
19110,110792,madison," usa""",23.0
26605,152928,madison," usa""",23.0
10929,62809,madison," usa""",26.0
32731,189392,madison," usa""",26.0
47000,270919,madison," usa""",26.0
6418,37178,madison," usa""",27.0
14573,84174,madison," usa""",27.0
42127,243254,madison," usa""",27.0
5195,30781,madison," usa""",28.0
12514,71811,madison," usa""",28.0
20129,116365,madison," usa""",28.0
19065,110564,madison," usa""",29.0
23235,133825,madison," usa""",29.0
25448,146083,madison," usa""",29.0
23665,136201,madison," usa""",31.0
32302,186848,madison," usa""",31.0
13822,79846,madison," usa""",32.0
30628,176597,madison," usa""",34.0
35175,204349,madison," usa""",34.0
44889,258733,madison," usa""",34.0
47251,272519,madison," usa""",34.0
31740,183178,madison," usa""",35.0
36930,213708,madison," usa""",36.0
14981,86488,madison," usa""",38.0
35564,206384,madison," usa""",38.0
30066,173474,madison," usa""",39.0
1022,6226,madison," usa""",40.0
11613,66743,madison," usa""",40.0
25738,147878,madison," usa""",40.0
36857,213212,madison," usa""",40.0
2398,14808,madison," usa""",41.0
33070,191523,madison," usa""",41.0
48286,278824,madison," usa""",41.0
19384,112501,madison," usa""",43.0
34720,201626,madison," usa""",44.0
36128,208924,madison," usa""",44.0
45094,259829,madison," usa""",44.0
23181,133548,madison," usa""",45.0
39296,227452,madison," usa""",45.0
20709,119631,madison," usa""",46.0
21603,124884,madison," usa""",47.0
24699,142087,madison," usa""",50.0
33182,192095,madison," usa""",50.0
42541,245320,madison," usa""",50.0
6334,36732,madison," usa""",51.0
31213,179860,madison," usa""",51.0
16080,93268,madison," usa""",54.0
13844,79957,madison," usa""",55.0
33597,194451,madison," usa""",61.0
41693,240930,madison," usa""",61.0
40362,233613,madison," usa""",70.0
2066,12733,madison," usa""",
4953,29681,madison," usa""",
6353,36837,madison," usa""",
7552,43456,madison," usa""",
8508,49358,madison," usa""",
8903,51670,madison," usa""",
9753,56213,madison," usa""",
10332,59456,madison," usa""",
11213,64395,madison," usa""",
12429,71344,madison," usa""",
12592,72259,madison," usa""",
16292,94208,madison," usa""",
16432,94911,madison," usa""",
16973,98270,madison," usa""",
18960,109963,madison," usa""",
22479,129724,madison," usa""",
23329,134387,madison," usa""",
25337,145641,madison," usa""",
31142,179436,madison," usa""",
32517,188069,madison," usa""",
34841,202299,madison," usa""",
35053,203641,madison," usa""",
35597,206608,madison," usa""",
35800,207667,madison," usa""",
36927,213684,madison," usa""",
39935,231227,madison," usa""",
40858,236437,madison," usa""",
41495,239860,madison," usa""",
46034,265761,madison," usa""",
47964,277135,madison," usa""",
26767,153882,madison heights," usa""",29.0
7632,43892,madison heights," usa""",
33689,194949,madison heights," usa""",
46928,270515,madison heights," usa""",
25909,148816,madisonville," usa""",21.0
25218,144968,madisonville," usa""",31.0
39079,226337,madisonville," usa""",
5705,33288,madras," usa""",42.0
28605,165268,madras," usa""",73.0
2673,16517,magalia," usa""",32.0
34337,199113,magalia," usa""",
3464,21300,magdalena," usa""",
31555,181984,magna," usa""",18.0
25062,144194,magnolia," usa""",21.0
38887,225213,magnolia," usa""",23.0
13514,77886,magnolia," usa""",38.0
6566,37916,magnolia," usa""",
5161,30655,mahnomen," usa""",24.0
13879,80192,mahopac," usa""",
34087,197646,mahopac," usa""",
17094,98801,mahtomedi," usa""",40.0
40937,236886,mahtomedi," usa""",44.0
28845,166799,mahtomedi," usa""",
41317,238887,mahtomedi," usa""",
38721,224136,mahwah," usa""",53.0
16297,94226,mahwah," usa""",
25311,145529,mahwah," usa""",
29169,168669,mahwah," usa""",
29554,170595,maiden," usa""",34.0
2033,12596,maimi lakes," usa""",56.0
1025,6243,maineville," usa""",
4833,28900,maineville," usa""",
30025,173235,maineville," usa""",
45887,264837,maineville," usa""",
1929,11940,maitland," usa""",52.0
31705,183034,maitland," usa""",61.0
35917,208176,maitland," usa""",
36060,208666,maize," usa""",44.0
5056,30221,maize," usa""",
1681,10248,makakilo," usa""",
36880,213408,malabar," usa""",37.0
44552,256768,malad," usa""",
30316,174861,malden," usa""",21.0
5487,32049,malden," usa""",33.0
14399,83125,malden," usa""",36.0
20233,116950,malden," usa""",36.0
2155,13256,malden," usa""",38.0
16520,95347,malden," usa""",47.0
3954,23980,malden," usa""",48.0
794,4816,malden," usa""",
22730,131081,malden," usa""",
29893,172441,malden," usa""",
31790,183518,malden," usa""",
40704,235631,malden," usa""",
26872,154487,malibu," usa""",
32591,188471,malibu," usa""",
38398,222597,malibu," usa""",
42131,243280,malibu," usa""",
8207,47383,malone," usa""",55.0
19571,113417,malvern," usa""",49.0
30788,177376,malvern," usa""",
47207,272221,malvern," usa""",
10854,62387,mammoth lakes," usa""",
23971,138044,mammoth lakes," usa""",
34669,201303,manahawkin," usa""",24.0
3192,19745,manahawkin," usa""",
6876,39572,manahawkin," usa""",
12402,71213,manahawkin," usa""",
