,User-ID,User-City,User-State,User-Country,User-Age
35460,205804,cambridge, massachusetts," usa""",19.0
38805,224606,oxford, england," united kingdom""",19.0
19971,115614,melbourne, victoria," australia""",19.0
22246,128233,kelowna, british columbia," canada""",19.0
12452,71507,keizer, oregon," usa""",19.0
27839,160941,montreal, quebec," canada""",19.0
34532,200323,beebeetown, iowa," usa""",19.0
18816,109107,orange, california," usa""",19.0
18780,108882,chagrin falls, ohio," usa""",19.0
28793,166492,manassas, virginia," usa""",19.0
2891,17781,pittsburg, california," usa""",19.0
37289,215868,glasgow, scotland," united kingdom""",19.0
28795,166499,bixby, oklahoma," usa""",19.0
47323,273079,bath, pennsylvania," usa""",19.0
14672,84784,toronto, ontario," canada""",19.0
35541,206219,oliva de plasencia, cáceres," spain""",19.0
28814,166613,ormond beach, florida," usa""",19.0
46623,268949,riverside, california," usa""",19.0
15134,87511,whittier, california," usa""",19.0
38984,225730,herkimer, new york," usa""",19.0
25774,148091,shelton, washington," usa""",19.0
2977,18356,trois-rivières, quebec," canada""",19.0
22267,128337,simi valley, california," usa""",19.0
38365,222368,jena, thueringen," germany""",19.0
33975,196763,victoria, british columbia," canada""",19.0
5878,34256,los angeles, california," usa""",19.0
85,523,bozeman, montana," usa""",19.0
27760,160378,binghamton, new york," usa""",19.0
1330,7875,pomona, california," usa""",19.0
28919,167317,san jose, california," usa""",19.0
39020,225910,annville, pennsylvania," usa""",19.0
14603,84423,valencia, valencia," spain""",19.0
25078,144259,baton rouge, louisiana," usa""",19.0
28724,165973,hoffman est, illinois," usa""",19.0
11580,66546,whiting, indiana," usa""",19.0
45134,260093,peoria, illinois," usa""",19.0
1445,8580,bath, england," united kingdom""",19.0
19883,115117,brampton, ontario," canada""",19.0
15332,88668,metairie, louisiana," usa""",19.0
26451,152062,mchenry, illinois," usa""",19.0
38396,222582,recklinghausen, north carolina," germany""",19.0
34122,197837,wollongong, nsw," australia""",19.0
27944,161453,springfield, missouri," usa""",19.0
2454,15230,calgary, alberta," canada""",19.0
13335,76888,easley, south carolina," usa""",19.0
22100,127488,perth, western australia," australia""",19.0
6027,35099,jena, thueringen," germany""",19.0
34505,200198,daly city, california," usa""",19.0
11940,68447,cotati, california," usa""",19.0
28621,165327,monforte de lemos, lugo," spain""",19.0
44362,255728,santa cruz, california," usa""",19.0
11689,67131,collegeville, pennsylvania," usa""",19.0
5977,34890,oakville, ontario," canada""",19.0
15358,88825,so milwaukee, wisconsin," usa""",19.0
25883,148698,wauwatosa, wisconsin," usa""",19.0
18896,109543,oldenburg, niedersachsen," germany""",19.0
1432,8383,la jolla, california," usa""",19.0
13659,78773,rainau, baden-wuerttemberg," germany""",19.0
7814,44971,nacogdoches, texas," usa""",19.0
41427,239502,herkimer, new york," usa""",19.0
1430,8380,auburn, california," usa""",19.0
34086,197644,reading, pennsylvania," usa""",19.0
38893,225248,washington, dc," usa""",19.0
34081,197589,zagreb, zagreb city," croatia""",19.0
2838,17498,green bay, wisconsin," usa""",19.0
18865,109363,santa rosa beach, florida," usa""",19.0
18847,109287,mississauga, ontario," canada""",19.0
10009,57726,costa mesa, california," usa""",19.0
15073,87118,sevilla, andalucia," spain""",19.0
14473,83498,alburtis, pennsylvania," usa""",19.0
4898,29228,higganum, connecticut," usa""",19.0
45624,263173,oxford, ohio," usa""",19.0
42288,244135,farmingdale, new york," usa""",19.0
26758,153810,ridgewood, new jersey," usa""",19.0
157,903,los angeles, california," usa""",19.0
9036,52377,spokane, washington," usa""",19.0
32361,187172,paris, kentucky," usa""",19.0
17374,100510,fresno, california," usa""",19.0
11235,64475,bonita springs, florida," usa""",19.0
31299,180482,marshfield, massachusetts," usa""",19.0
4903,29270,tampa, florida," usa""",19.0
9774,56342,woodburn, oregon," usa""",19.0
31293,180441,lancaster, ohio," usa""",19.0
11171,64186,bronxville, new york," usa""",19.0
20855,120765,chula vista, california," usa""",19.0
27126,156033,blonay, vaud," switzerland""",19.0
12712,73093,chapel hill, north carolina," usa""",19.0
31336,180722,south berwick, maine," usa""",19.0
45627,263202,valley view, pennsylvania," usa""",19.0
31791,183524,hornburg, niedersachsen," germany""",19.0
14147,81760,orangeville, ontario," canada""",19.0
4369,26335,olympia, washington," usa""",19.0
4844,28973,walnut creek, california," usa""",19.0
32467,187840,leganes, nebraska," spain""",19.0
32971,190887,brussels, new york," belgium""",19.0
44786,258082,mcconnells, south carolina," usa""",19.0
15908,92316,middleburg heights, ohio," usa""",19.0
11169,64183,wilmington, delaware," usa""",19.0
17260,99783,youngsville, pennsylvania," usa""",19.0
27117,155982,rohnert park, california," usa""",19.0
43374,250225,miami, florida," usa""",19.0
27107,155920,west lafayette, indiana," usa""",19.0
17434,100865,niceville, florida," usa""",19.0
31290,180430,roma, lazio," italy""",19.0
21318,123298,portland, connecticut," usa""",19.0
42570,245504,tychy, silesia," poland""",19.0
24370,140101,san francisco, california," usa""",19.0
31207,179835,columbus, georgia," usa""",19.0
34752,201766,caerphilly, wales," united kingdom""",19.0
42848,247158,louisville, kentucky," usa""",19.0
5013,30042,alpharetta, georgia," usa""",19.0
17507,101311,portland, oregon," usa""",19.0
17499,101278,eau claire, wisconsin," usa""",19.0
21373,123620,port perry, ontario," canada""",19.0
24327,139860,wedemark, niedersachsen," germany""",19.0
33536,194124,bellingham, washington," usa""",19.0
27222,156706,bellevue, nebraska," usa""",19.0
40391,233737,manchester, england," united kingdom""",19.0
2361,14573,newburgh, new york," usa""",19.0
578,3355,barcelona, barcelona," spain""",19.0
45587,262901,kleve, nordrhein-westfalen," germany""",19.0
47910,276811,huntley, illinois," usa""",19.0
36681,212220,bryn mawr, pennsylvania," usa""",19.0
33060,191472,friedrichshafen, baden-wuerttemberg," germany""",19.0
12772,73486,olmsted township, ohio," usa""",19.0
32717,189318,south jordan, utah," usa""",19.0
27163,156355,seattle, washington," usa""",19.0
31265,180279,hobart, tasmania," australia""",19.0
31282,180405,jamestown, new york," usa""",19.0
566,3293,barcelona, barcelona," spain""",19.0
45595,262961,durham, north carolina," usa""",19.0
17466,101046,herkimer, new york," usa""",19.0
33042,191327,brockville, ontario," canada""",19.0
32577,188396,lakeside, arizona,,19.0
47902,276754,alberta beach, alberta," canada""",19.0
36349,210044,bayreuth, bayern," germany""",19.0
14144,81741,somerset, massachusetts," usa""",19.0
23542,135665,juneau, alaska," usa""",19.0
21290,123154,terrytown, louisiana," usa""",19.0
15954,92563,new york, new york," usa""",19.0
6611,38074,merida, yucatan," mexico""",19.0
16968,98254,horst, limburg," netherlands""",19.0
23734,136477,calais, pas de calais," france""",19.0
31739,183172,essex //jct, vermont," usa""",19.0
34992,203309,bemidji, minnesota," usa""",19.0
31773,183399,brooklyn, new york," usa""",19.0
11111,63949,palmdale, california," usa""",19.0
4669,28023,livermore, california," usa""",19.0
43049,248275,smyrna, georgia," usa""",19.0
37821,218976,henderson, tennessee," usa""",19.0
39918,231143,rennes, bretagne," france""",19.0
37893,219530,keene, new hampshire," usa""",19.0
23755,136646,oakville, ontario," canada""",19.0
24019,138284,chester, idaho," usa""",19.0
43050,248277,orlando, florida," usa""",19.0
15934,92437,charlotte, north carolina," usa""",19.0
37826,219013,norman, oklahoma," usa""",19.0
4510,27168,scottsdale, arizona," usa""",19.0
45785,264204,milford, massachusetts," usa""",19.0
43621,251449,valencia, valencia," spain""",19.0
42600,245668,calgary, alberta," canada""",19.0
32435,187613,olympia, washington," usa""",19.0
4534,27291,joplin, missouri," usa""",19.0
43426,250444,oconto falls, wisconsin," usa""",19.0
6665,38365,huntersville, north carolina," usa""",19.0
40812,236235,naperville, illinois," usa""",19.0
34974,203168,s deerfield, massachusetts," usa""",19.0
23864,137356,edmonton, alberta," canada""",19.0
4566,27470,sooke, british columbia," canada""",19.0
26905,154710,herkimer, new york," usa""",19.0
36556,211321,cincinnati, ohio," usa""",19.0
23728,136426,san francisco, california," usa""",19.0
45646,263332,wien, wien," austria""",19.0
42273,244068,albuquerque, new mexico," usa""",19.0
37980,220017,santiago de compostela, galicia," spain""",19.0
31454,181340,new york, new york," usa""",19.0
21260,123029,puyallup, washington," usa""",19.0
37968,219951,wolverhampton, england," united kingdom""",19.0
14131,81689,fuenlabrada, madrid," spain""",19.0
16514,95301,wangaratta, victoria," australia""",19.0
45658,263422,saint louis, missouri," usa""",19.0
31506,181704,heathrow, florida," usa""",19.0
14983,86495,west covina, california," usa""",19.0
31507,181711,moses lake, washington," usa""",19.0
36604,211656,chesterfield, michigan," usa""",19.0
17102,98873,lansdale, pennsylvania," usa""",19.0
23632,136037,möhlin, aargau," switzerland""",19.0
17068,98708,wilwood, missouri," usa""",19.0
34900,202652,orange, new south wales," australia""",19.0
39897,230985,southport, england," united kingdom""",19.0
31558,181997,jackson, missouri," usa""",19.0
9211,53284,york, york," united kingdom""",19.0
32862,190272,santa clarita, california," usa""",19.0
13542,78037,glasgow, scotland," united kingdom""",19.0
4449,26721,duluth, minnesota," usa""",19.0
32856,190215,tamworth, new south wales," australia""",19.0
20997,121415,high wycombe, buckinghamshire," united kingdom""",19.0
39886,230921,nowhere, california," usa""",19.0
12393,71174,willoughby, ohio," usa""",19.0
39889,230949,ann arbor, michigan," usa""",19.0
31607,182318,clarksville, maryland," usa""",19.0
11706,67244,waterford, michigan," usa""",19.0
31629,182452,pfafftown, north carolina," usa""",19.0
42816,246995,harrisburg, illinois," usa""",19.0
5038,30154,jackson, michigan," usa""",19.0
11206,64367,berlin, berlin," germany""",19.0
24391,140250,woonsocket, rhode island," usa""",19.0
7049,40751,boston, massachusetts," usa""",19.0
22874,131877,saratoga springs, new york," usa""",19.0
36940,213773,alicante, alicante," spain""",19.0
27537,158854,grayling, michigan," usa""",19.0
12222,70065,winnipeg, manitoba," canada""",19.0
36057,208662,genesee, michigan," usa""",19.0
42345,244418,rockhampton, queensland," australia""",19.0
17866,103490,portland, oregon," usa""",19.0
13411,77335,bad homburg, hessen," germany""",19.0
9395,54319,perth, western australia," australia""",19.0
41610,240494,roma, lazio," italy""",19.0
27570,159050,dulwich hill, new south wales," australia""",19.0
45436,261972,gahanna, ohio," usa""",19.0
41031,237376,sandpoint, idaho," usa""",19.0
39440,228286,mill creek, washington," usa""",19.0
33346,192979,savonlinna, etelä-savo," finland""",19.0
13404,77307,pittsburgh, pennsylvania," usa""",19.0
17811,103144,shah alam, selangor," malaysia""",19.0
47758,275906,northern va, virginia," usa""",19.0
39477,228445,south bend, indiana," usa""",19.0
24649,141888,naples, florida," usa""",19.0
43380,250246,berlin, berlin," germany""",19.0
24615,141662,herkimer, new york," usa""",19.0
22895,131954,san antonio, texas," usa""",19.0
3890,23650,mountain view, california," usa""",19.0
43918,253071,goonellabah, new south wales," australia""",19.0
27463,158454,valencia, valencia," spain""",19.0
9955,57345,ottawa, ontario," canada""",19.0
8678,50419,gaithersburg, maryland," usa""",19.0
42889,247447,long beach, california," usa""",19.0
36143,209023,dunedin, florida," usa""",19.0
30796,177420,springfield gardens, new york," usa""",19.0
34674,201353,st. thomas, ontario," canada""",19.0
20605,118997,oakmont, pennsylvania," usa""",19.0
8592,49921,charleston, maine," usa""",19.0
26607,152933,vallirana, barcelona," spain""",19.0
9635,55591,calgary, alberta," canada""",19.0
21502,124375,portales, new mexico," usa""",19.0
39364,227883,florissant, missouri," usa""",19.0
12149,69666,great falls, montana," usa""",19.0
952,5830,sacramento, california," usa""",19.0
950,5816,rennes, bretagne," france""",19.0
9990,57590,hamburg, hamburg," germany""",19.0
9986,57552,st. thomas, united states virgin islands," usa""",19.0
12157,69693,clearwater, florida," usa""",19.0
30007,173132,singapore, singapore," singapore""",19.0
30070,173494,herkimer, new york," usa""",19.0
41021,237323,grand rapids/mt pleasant, michigan," usa""",19.0
6493,37550,eugene, oregon," usa""",19.0
20477,118299,esparreguera (bcn), catalunya," spain""",19.0
9764,56276,el masnou, catalunya," spain""",19.0
21482,124284,vancouver, ,,19.0
27581,159129,freiburg, baden-wuerttemberg," germany""",19.0
17934,103946,caloundra, queensland," australia""",19.0
3657,22281,torrox, malaga," spain""",19.0
1979,12294,buffalo, new york," usa""",19.0
37708,218320,las vegas, nevada," usa""",19.0
33463,193731,lochbuie, colorado," usa""",19.0
47680,275387,new lenox, illinois," usa""",19.0
47682,275400,ithaca, new york," usa""",19.0
5437,31841,eugene, oregon," usa""",19.0
9972,57427,edmonton, alberta," canada""",19.0
899,5506,cortlandt manor, new york," usa""",19.0
1980,12307,gold bar, washington," usa""",19.0
36996,214082,getxo, vizcaya," spain""",19.0
10984,63148,madrid, madrid," spain""",19.0
40838,236356,rockville, maryland," usa""",19.0
15035,86876,köln, nordrhein-westfalen," germany""",19.0
45021,259439,stockbridge, georgia," usa""",19.0
36228,209458,iowa city, iowa," usa""",19.0
40108,232243,slinger, wisconsin," usa""",19.0
41075,237577,san jose, california," usa""",19.0
17664,102262,salisbury, north carolina," usa""",19.0
34732,201673,neosho, missouri," usa""",19.0
9760,56254,bloomington, indiana," usa""",19.0
39594,229180,chardonne, vaud," switzerland""",19.0
38057,220551,seattle, washington," usa""",19.0
705,4107,kelowna, british columbia," canada""",19.0
36193,209299,san diego, california," usa""",19.0
5078,30310,anaheim, california," usa""",19.0
17639,102117,virginia beach, virginia," usa""",19.0
37737,218466,kansas city, kansas," usa""",19.0
36753,212694,lake jackson, texas," usa""",19.0
9773,56341,aurora, oregon," usa""",19.0
35062,203670,anaheim, california," usa""",19.0
12785,73578,oakville, ontario," canada""",19.0
47811,276167,pittsburgh, pennsylvania," usa""",19.0
5123,30495,charleston, south carolina," usa""",19.0
43861,252719,albion, maine," usa""",19.0
8756,50845,east hampton, connecticut," usa""",19.0
2063,12710,san antonio, texas," usa""",19.0
8759,50858,nacogdoches, ," usa""",19.0
32142,185498,auckland, north island," new zealand""",19.0
10417,59886,shamong, new jersey," usa""",19.0
23197,133656,herkimer, new york," usa""",19.0
13878,80157,bucharest, n/a," romania""",19.0
749,4365,victoria, british columbia," canada""",19.0
8695,50509,elizabeth city, north carolina," usa""",19.0
15001,86683,barcelona, barcelona," spain""",19.0
20701,119583,cicero, indiana," usa""",19.0
24559,141321,culver city, california," usa""",19.0
34724,201641,ottawa, ontario," canada""",19.0
23130,133256,los angeles, california," usa""",19.0
34718,201603,barcelona, barcelona," spain""",19.0
17692,102416,willow grove, pennsylvania," usa""",19.0
20702,119584,santiago, region metropolitana," chile""",19.0
30853,177801,øverbygd, troms," norway""",19.0
17594,101840,herkimer, new york," usa""",19.0
16329,94383,leeds, england," united kingdom""",19.0
23331,134408,vicksburg, michigan," usa""",19.0
39556,228988,peoria, arizona," usa""",19.0
39607,229287,nashua, new hampshire," usa""",19.0
45501,262358,pittsburgh, pennsylvania," usa""",19.0
2373,14643,sydney, new south wales," australia""",18.0
44887,258717,selfkant, nordrhein-westfalen," germany""",18.0
2403,14875,baton rouge, louisiana," usa""",18.0
26470,152212,lakewood, colorado," usa""",18.0
10617,60942,silver spring, maryland," usa""",18.0
21428,123885,soest, nordrhein-westfalen," germany""",18.0
21241,122888,jacksonville, florida," usa""",18.0
6484,37507,ottawa, ontario," canada""",18.0
26481,152285,florence, massachusetts," usa""",18.0
9568,55314,miami, florida," usa""",18.0
2497,15542,vva de la serena, badajoz," spain""",18.0
2304,14283,bishops stortford, england," united kingdom""",18.0
21426,123883,topeka, kansas," usa""",18.0
35178,204366,traverse city, michigan," usa""",18.0
21542,124583,marietta, georgia," usa""",18.0
26380,151702,warner robins, georgia," usa""",18.0
46697,269341,millville, new jersey," usa""",18.0
6377,36962,mishawaka, indiana," usa""",18.0
14877,85992,concord, california," usa""",18.0
35039,203558,charlotte, north carolina," usa""",18.0
21667,125217,calexico, california," usa""",18.0
37624,217839,surrey, british columbia," canada""",18.0
44991,259285,ionia, michigan," usa""",18.0
6448,37332,springfield, virginia," usa""",18.0
35202,204488,mountlake terrace, washington," usa""",18.0
35159,204255,everson, washington," usa""",18.0
2381,14710,minonk, illinois," usa""",18.0
46622,268945,chambéry, rhône alpes," france""",18.0
40865,236489,largo, florida," usa""",18.0
37606,217681,oak hill, virginia," usa""",18.0
14887,86034,homosassa, florida," usa""",18.0
35030,203506,rye brook, new york," usa""",18.0
26516,152483,braga, braga," portugal""",18.0
6517,37644,sudbury, massachusetts," usa""",18.0
21594,124846,renton, washington," usa""",18.0
35172,204341,fairfax, virginia," usa""",18.0
21663,125203,montreal, quebec," canada""",18.0
6595,38020,festus, missouri," usa""",18.0
37734,218444,anacortes, washington," usa""",18.0
21458,124088,yelm, washington," usa""",18.0
41498,239883,vancouver, british columbia," canada""",18.0
37719,218379,auburn, maine," usa""",18.0
6601,38031,san dimas, california," usa""",18.0
11692,67168,hilversum, noord-holland," netherlands""",18.0
46724,269485,cincinnati, ohio," usa""",18.0
48192,278279,southend, england," united kingdom""",18.0
2377,14681,griffin, georgia," usa""",18.0
21734,125655,barcelona, catalunya," spain""",18.0
26700,153424,yellowknife, ," canada""",18.0
2484,15496,pottstown, pennsylvania," usa""",18.0
40816,236251,chelmer, queensland," australia""",18.0
37710,218325,westlake, ohio," usa""",18.0
44976,259208,manila, none," philippines""",18.0
37691,218221,miri, sarawak," malaysia""",18.0
26797,154010,little falls, new york," usa""",18.0
22389,129152,kinsey, montana," usa""",18.0
9583,55375,kitchener, ontario," canada""",18.0
41287,238754,columbia, missouri," usa""",18.0
23094,133037,whitehorse, yukon territory," canada""",18.0
32282,186762,mcclelland, iowa," usa""",18.0
23170,133453,houston, texas," usa""",18.0
5157,30642,omaha, nebraska," usa""",18.0
41306,238833,south el monte, california," usa""",18.0
45962,265339,pikeville, kentucky," usa""",18.0
23223,133777,baton rouge, louisiana," usa""",18.0
40220,232850,macomb, michigan," usa""",18.0
43406,250353,hawthorne, california," usa""",18.0
23308,134283,raleigh, north carolina," usa""",18.0
23063,132889,dedham, massachusetts," usa""",18.0
24437,140565,lisbon, lisbon," portugal""",18.0
45944,265219,a coruña, a coruña," spain""",18.0
36754,212697,santa rosa, california," usa""",18.0
23330,134403,san francsico, california," usa""",18.0
13932,80557,north oaks, ,,18.0
41083,237605,independence, missouri," usa""",18.0
24350,139956,olympia, ,,18.0
43448,250509,westchester, new york," usa""",18.0
36711,212385,bulacan, bulacan," philippines""",18.0
23088,132978,cincinnati, ," usa""",18.0
5194,30779,petawawa, ontario," canada""",18.0
24294,139674,georgetown, ontario," canada""",18.0
13829,79916,st. charles, missouri," usa""",18.0
3650,22248,vienna, vienna," austria""",18.0
22748,131177,christchurch, canterbury," new zealand""",18.0
3693,22503,short hills, new jersey," usa""",18.0
3696,22521,montgomery, alabama," usa""",18.0
41336,238961,antioch, illinois," usa""",18.0
24871,143144,walnut, california," usa""",18.0
41026,237344,minneapolis, minnesota," usa""",18.0
14438,83319,dörflingen, schaffhausen," switzerland""",18.0
22787,131345,brantford, ontario," canada""",18.0
24811,142735,keyser, west virginia," usa""",18.0
13867,80081,toronto, ontario," canada""",18.0
5319,31332,cottage grove, oregon," usa""",18.0
36948,213812,springfield, illinois," usa""",18.0
24743,142352,wien, wien," austria""",18.0
24735,142288,steinach, thueringen," germany""",18.0
5273,31104,woodstock, connecticut," usa""",18.0
24728,142241,oceanside, california," usa""",18.0
24722,142193,princeton, west virginia," usa""",18.0
24617,141678,potsdam, ," germany""",18.0
22909,132023,mclean, virginia," usa""",18.0
23404,134874,burgdorf, niedersachsen," germany""",18.0
24289,139644,south el monte, california," usa""",18.0
3602,21991,baton rouge, louisiana," usa""",18.0
23754,136638,delfzijl, groningen," netherlands""",18.0
11131,64047,parma, ohio," usa""",18.0
23662,136177,drexel hill, pennsylvania," usa""",18.0
45807,264327,lincoln, nebraska," usa""",18.0
24054,138467,santo domingo, distrito nacional," dominican republic""",18.0
45684,263565,logroño, la rioja," spain""",18.0
24053,138455,hamburg, hamburg," germany""",18.0
23733,136465,canton, ,,18.0
23736,136491,rio rancho, new mexico," usa""",18.0
4666,28006,jacksonville, florida," usa""",18.0
36412,210478,takoma park, maryland," usa""",18.0
4434,26618,coquitlam, british columbia," canada""",18.0
23991,138130,ontario, california," usa""",18.0
16,78,oakland, california," usa""",18.0
4517,27204,auburndale, florida," usa""",18.0
4593,27616,covington, georgia," usa""",18.0
41207,238315,gold hill, oregon," usa""",18.0
23882,137469,pittsburgh, pennsylvania," usa""",18.0
36483,210868,big lake, minnesota," usa""",18.0
45738,263926,massy, ile de france," france""",18.0
23844,137208,kasilof, alaska," usa""",18.0
14015,81088,romsey, hampshire," united kingdom""",18.0
4768,28552,hiram, ohio," usa""",18.0
4314,26057,halifax, nova scotia," canada""",18.0
24142,138874,donostia-san sebastián, guipúzcoa," spain""",18.0
36322,209882,pewaukee, wisconsin," usa""",18.0
48274,278755,herkimer, alaska," mexico""",18.0
23441,135064,san jose, california," usa""",18.0
4340,26192,apo, rheinland-pfalz," germany""",18.0
36676,212189,shirley, new york," usa""",18.0
42841,247121,rio de janeiro, rio de janeiro," brazil""",18.0
23452,135129,fort mcmurray, alberta," canada""",18.0
23480,135280,midland, michigan," usa""",18.0
23513,135433,cambridge, maryland," usa""",18.0
42834,247083,santarém, santarém," portugal""",18.0
4774,28594,thunder bay, ontario," canada""",18.0
36646,211976,tampere, pirkanmaa," finland""",18.0
45638,263307,princeton, new jersey," usa""",18.0
45639,263310,herkimer, niagra falls," canada""",18.0
9676,55776,glencoe, illinois," usa""",18.0
45828,264462,toronto, ontario," canada""",18.0
36615,211733,southampton, england," united kingdom""",18.0
45824,264433,thunder bay, ontario," canada""",18.0
14115,81612,weatherford, texas," usa""",18.0
4780,28630,valhalla, new york," usa""",18.0
22745,131154,soddy-daisy, tennessee," usa""",18.0
5522,32192,rochester, washington," usa""",18.0
21772,125841,sac city, iowa," usa""",18.0
40189,232668,winnipeg, manitoba,,18.0
2770,17007,pickering, ontario," canada""",18.0
14721,85072,lincoln, nebraska," usa""",18.0
46426,267881,mattapoisett, massachusetts," usa""",18.0
42667,246077,sunland park, new mexico," usa""",18.0
14720,85069,ocean springs, mississippi," usa""",18.0
35482,205929,pavia, lombardia," italy""",18.0
37373,216336,sedalia, missouri," usa""",18.0
22141,127707,exeter, england," united kingdom""",18.0
9620,55518,saint cloud, florida," usa""",18.0
46382,267645,sandy, utah," usa""",18.0
14722,85087,castalia, iowa," usa""",18.0
10753,61829,covina, california," usa""",18.0
12587,72247,franklin, tennessee," usa""",18.0
35561,206363,vancouver, washington," usa""",18.0
35563,206375,singapore, n/a," singapore""",18.0
16374,94639,ball ground, georgia," usa""",18.0
14616,84492,omaha, nebraska," usa""",18.0
25767,148044,shaw island, washington," usa""",18.0
46340,267491,gresham, oregon," usa""",18.0
10797,62052,boaz, alabama," usa""",18.0
13646,78722,lakeland, florida," usa""",18.0
25917,148887,simi valley, california," usa""",18.0
25684,147607,north reading, massachusetts," usa""",18.0
45093,259825,walnut, california," usa""",18.0
21816,126080,san dimas, california," usa""",18.0
35273,204825,burladingen, baden-wuerttemberg," germany""",18.0
21832,126170,amersfoort, utrecht," netherlands""",18.0
46526,268346,dublin, ohio," usa""",18.0
45068,259723,tempe, ,,18.0
2566,15962,saskatoon, saskatchewan," canada""",18.0
16111,93383,dunedin, otago," new zealand""",18.0
35372,205353,seattle, washington," usa""",18.0
26046,149610,newburyport, massachusetts," usa""",18.0
32532,188143,ladysmith, british columbia," canada""",18.0
25924,148904,baton rouge, louisiana," usa""",18.0
46474,268141,red deer, alberta," canada""",18.0
2679,16542,nashville, tennessee," usa""",18.0
21933,126685,sioux falls, south dakota," usa""",18.0
32246,186512,peachtree city, georgia," usa""",18.0
12602,72341,overland park, kansas," usa""",18.0
37428,216619,herkimer, new york," usa""",18.0
21970,126846,longwood, florida," usa""",18.0
37411,216534,surrey, banstead," united kingdom""",18.0
25941,149014,virginia beach, virginia," usa""",18.0
13705,79007,donaconna, quebec," canada""",18.0
5868,34216,toronto, ontario," canada""",18.0
3585,21905,st. charles, missouri," usa""",18.0
3428,21141,harrison, ohio," usa""",18.0
25362,145750,brentwood, tennessee," usa""",18.0
5637,32930,folsom, california," usa""",18.0
25347,145686,plainfield, illinois," usa""",18.0
40988,237157,rison, arkansas," usa""",18.0
11428,65497,caldwell, ,,18.0
22637,130581,griswold, iowa," usa""",18.0
22639,130594,mysore, karnataka," india""",18.0
16348,94513,oakland, california," usa""",18.0
35798,207655,delhi, ontario," canada""",18.0
3435,21187,baton rouge, louisiana," usa""",18.0
5675,33137,evanston, illinois," usa""",18.0
3457,21270,peterborough, ontario," canada""",18.0
9722,56019,la puente, california," usa""",18.0
42920,247639,chesham, england," united kingdom""",18.0
46179,266664,duarte, california," usa""",18.0
5575,32483,barcelona, catalonia," spain""",18.0
42918,247625,waterloo, ontario," canada""",18.0
25180,144791,baton rouge, louisiana," usa""",18.0
25179,144790,baton rouge, louisiana," usa""",18.0
35867,208012,edinburgh, scotland," united kingdom""",18.0
35762,207497,sykesville, maryland," usa""",18.0
41371,239113,sorrento, florida," usa""",18.0
5855,34175,maplewood, minnesota," usa""",18.0
25601,147065,underwood, iowa," usa""",18.0
3024,18641,thousand oaks, california," usa""",18.0
11519,66182,new york, new york," usa""",18.0
25634,147249,west covina, california," usa""",18.0
22360,128962,calgary, alberta," canada""",18.0
3067,18916,bay minette, alabama," usa""",18.0
5823,33993,anaheim, california," usa""",18.0
3078,19010,rotterdam, zuid-holland," netherlands""",18.0
5820,33980,oakland, california," usa""",18.0
35644,206893,sudbury, ontario," canada""",18.0
25583,146903,scottsdale, arizona," usa""",18.0
46242,266943,south charleston, ," usa""",18.0
5807,33890,chandler, arizona," usa""",18.0
35674,207053,virgil, ontario," canada""",18.0
16468,95070,beijing, n/a," china""",18.0
12579,72211,nantes, pays de la loire," france""",18.0
13737,79255,north vancouver, british columbia," canada""",18.0
22491,129833,bradford, pennsylvania," usa""",18.0
11461,65752,unionville, ontario," canada""",18.0
22498,129855,milford, connecticut," usa""",18.0
5706,33297,sydney, new south wales," australia""",18.0
21238,122880,moorhead, minnesota," usa""",18.0
27948,161462,calgary, alberta," canada""",18.0
2261,13973,las vegas, nevada," usa""",18.0
47289,272810,sulphur, oklahoma," usa""",18.0
47596,274882,lille(bondues), nord," france""",18.0
40442,233928,madera, ,,18.0
1049,6338,rochester, new york," usa""",18.0
18122,104885,west covina, california," usa""",18.0
15679,90776,dearborn heights, michigan," usa""",18.0
15678,90775,chicago, illinois," usa""",18.0
12940,74519,iowacity, iowa," usa""",18.0
29514,170411,edinburgh, scotland," united kingdom""",18.0
29499,170363,prince george, british columbia," canada""",18.0
47544,274602,ipoh, perak," malaysia""",18.0
8352,48342,middle grove, new york," usa""",18.0
39255,227262,bendigo, victoria," australia""",18.0
9412,54392,arlington, texas," usa""",18.0
12961,74642,plymouth, california," usa""",18.0
15669,90743,olympia, washington," usa""",18.0
8338,48268,vienna, vienna," austria""",18.0
39225,227085,newcastle, ontario," canada""",18.0
39224,227083,surrey, british columbia," canada""",18.0
41870,241970,kingsville, ontario," canada""",18.0
33738,195247,london, england," united kingdom""",18.0
41868,241960,carrollton, texas," usa""",18.0
15756,91281,arlington, texas," usa""",18.0
987,6022,baton rouge, louisiana," usa""",18.0
18050,104532,vienna, ," austria""",18.0
39432,228245,dearborn, michigan," usa""",18.0
804,4896,ploiesti, prahova," romania""",18.0
33349,192992,vicenza, veneto," italy""",18.0
843,5170,newark, california," usa""",18.0
857,5286,dallas, texas," usa""",18.0
12183,69893,nuthetal, brandenburg," germany""",18.0
17872,103526,harrodsburg, kentucky," usa""",18.0
12898,74221,baton rouge, louisiana," usa""",18.0
39437,228267,fallbrook, california," usa""",18.0
40418,233851,monroe, ohio," usa""",18.0
30227,174434,herkimer, new york," usa""",18.0
29958,172865,peoria, arizona," usa""",18.0
42361,244482,flint, michigan," usa""",18.0
39424,228207,thunder bay, ontario," canada""",18.0
