Title-and-Author,num_ratings,avg_rating
a woman betrayed by barbara delinsky,3,7.666666666666667
geschichte machen by stephen fry,3,9.333333333333334
brunelleschi's dome by ross king,3,6.666666666666667
a woman of independent means by elizabeth forsythe hailey,3,7.666666666666667
"merry christmas , amelia bedelia by peggy parish",3,8.333333333333334
a woman's worth by marianne williamson,3,8.666666666666666
expecting brand's baby by emilie rose,3,8.666666666666666
a woman without lies by elizabeth lowell,3,8.333333333333334
mercy by jodi picoult,3,8.333333333333334
merilynn by tamara thorne,3,9.0
adam's fall by sandra brown,3,8.333333333333334
a woman of substance by barbara taylor bradford,3,8.0
merry christmas mom and dad by mercer mayer,3,7.666666666666667
mese con montalbano by andrea camilleri,3,9.0
expendable by james alan gardner,3,7.333333333333333
demain si vous le voulez bien by nicolas fargues,2,7.0
the jasmine trade by denise hamilton,2,3.0
the journals of eleanor druse by eleanor druse,2,6.5
the impossible alliance by candace irvin,2,10.0
the invisible ring by anne bishop,2,9.5
the incredible journey by sheila burnford,2,9.0
der dunkle turm 4 . glas . der dunkle turm by stephen king,2,7.0
denn keiner ist ohne schuld by elizabeth george,2,8.5
the indictment by barry reed,2,8.5
der gesang der toten . unheimliche geschichten by stephen king,2,8.0
the indigo children by lee carroll,2,8.5
the joy of work by scott adams,2,8.5
the joy of signing by lottie l . riekehof,2,8.5
the informant by james grippando,2,7.5
denial by keith ablow,2,8.5
der drachenbeinthron by tad williams,2,6.5
der fornit . unheimliche geschichten by stephen king,2,8.0
the infinite by doug clegg,2,6.5
the integral trees by larry niven,2,6.5
the invitation by jude deveraux,2,9.5
der funfte elefant . ein scheibenwelt - roman by terry pratchett,2,8.5
the intuitionist by colson whitehead,2,8.0
the liar by stephen fry,2,7.0
the jungle book by rudyard kipling,2,7.5
the lost mind by christopher pike,2,6.0
das grosse anstarrmeisterschafts - finale by paul hatcher,2,7.0
das funfte evangelium by philipp vandenberg,2,5.5
the loved one by evelyn waugh,2,9.5
das erbe des zauberers . ein roman aus der bizarren scheibenwelt by terry pratchett,2,9.0
the lover by marguerite duras,2,8.5
the loving daylights by lynsay sands,2,4.5
the luckiest girl in the world by steven levenkron,2,6.5
the mabinogion by jeffrey gantz,2,7.5
the mageborn traitor by melanie rawn,2,8.5
the magic finger by roald dahl,2,5.0
darwinia by robert charles wilson,2,9.0
the magic school bus by joanna cole,2,7.5
the magic school bus lost in the solar system by joanna cole,2,8.5
darksword adventures by margaret weis,2,9.0
darkover landfall by marion zimmer bradley,2,8.5
the lost road and other writings by j . r . r . tolkien,2,8.0
the lost king by margaret weis,2,7.5
the little engine that could by watty piper,2,7.5
das labyrinth . total control by david baldacci,2,7.5
daughter of the eagle by don coldsmith,2,8.5
the little white horse by elizabeth goudge,2,8.0
the little zen companion by david schiller,2,10.0
the living by annie dillard,2,7.5
das wunschspiel by patrick redmond,2,8.0
das weibernest by hera lind,2,6.5
the loner by joan johnston,2,8.0
das spiel ist aus . by jean - paul sartre,2,8.5
the long goodbye by raymond chandler,2,8.5
das schlampenbuch . erzahlungen . by milena moser,2,7.5
das paradies der kleinen sunder . commissario montalbano kommt ins stolpern by andrea camilleri,2,5.5
das olschieferskelett . eine zeitreise by bernhard kegel,2,8.0
das lied der sirenen . sonderausgabe by val mcdermid,2,9.5
"the lord of the rings , by j . r . r tolkien",2,10.0
the losers by david eddings,2,7.5
darkness peering by alice blanchard,2,7.5
darkness falls by les martin,2,6.5
the magician's tale by david hunt,2,7.5
the magician's wife by brian moore,2,8.5
dancing on my grave gelsey kirkland by gelsey kirkland,2,8.0
dancing in my nuddy - pants by louise rennison,2,9.0
dancing cats and neglected murderesses by edward st . john gorey,2,9.0
"dance , dance , dance by haruki murakami",2,7.5
dakota by kathleen norris,2,7.5
the melancholy death of oyster boy by tim burton,2,8.5
daisy's back in town by rachel gibson,2,8.5
the memoirs of elizabeth frankenstein by theodore roszak,2,8.5
the memoirs of hadrian by marguerite yourcenar,2,10.0
daily reflections for highly effective people by stephen r . covey,2,7.0
the merchant of menace by jill churchill,2,7.5
the merchant of venice by william shakespeare,2,7.5
the mercy rule by john t . lescroart,2,7.0
the merlion and the hibiscus by michelle a . edwards,2,7.5
d day by stephen e . ambrose,2,7.5
dancing with dragons by d . j . conway,2,7.0
dancing wu li masters by gary zukav,2,8.5
the mark of the assassin by daniel silva,2,5.5
dark by james herbert,2,6.5
darkling i listen by katherine sutcliffe,2,7.5
dark sister by graham joyce,2,9.0
the maltese goddess by lyn hamilton,2,7.5
dark melody by christine feehan,2,7.5
dark love by nancy a . collins,2,5.5
dark debts by karen hall,2,6.0
the man in the iron mask by alexandre dumas,2,6.0
the mark of the angel by nancy huston,2,6.5
the man who ate everything by jeffrey steingarten,2,9.5
the man who cast two shadows by carol o'connell,2,5.5
the man who planted trees by jean giono,2,6.0
the man with a load of mischief by martha grimes,2,9.5
dangerous minds by louanne johnson,2,7.0
the many - colored land by julian may,2,7.5
the little giant book of optical illusions by keith kay,2,8.0
the little book of calm by paul wilson,2,6.0
the juror by george dawes green,2,8.5
death in the andes by mario vargas llosa,2,6.5
death cruise by donald a . davis,2,7.5
the lamorna wink by martha grimes,2,7.5
the language of letting go by melody beattie,2,7.5
death at daisy's folly by robin paige,2,8.5
the laramie project by moises kaufman,2,10.0
death and the joyful woman by ellis peters,2,7.0
dearly beloved by wendy corsi staub,2,7.5
dear doosie by werner lansburgh,2,8.5
deadly pleasure by brenda joyce,2,8.5
deadly love by b . d . joyce,2,8.0
the last family by john r . miller,2,4.5
the last full measure by jeff shaara,2,9.5
deadly exposure by leonard goldberg,2,8.0
deadly desire by brenda joyce,2,9.0
dead wrong by mariah stewart,2,6.5
death in paradise by robert b . parker,2,7.5
the lady and the monk by pico iyer,2,6.5
dave barry does japan by dave barry,2,9.0
death masks by jim butcher,2,9.0
deep wizardry by diane duane,2,8.5
the kaisho by eric lustbader,2,6.5
deep lie by stuart woods,2,5.5
the kindly ones by neil gaiman,2,9.0
the kindness of strangers by kate adie,2,8.5
death qualified by kate wilhelm,2,7.0
the king must die by mary renault,2,6.5
death penalty by william j . coughlin,2,6.5
death on the nile by agatha christie,2,6.5
the king's justice by katherine kurtz,2,10.0
death on the downs by simon brett,2,9.5
the kissing game by kasey michaels,2,7.0
death of a blue movie star by jeffery deaver,2,5.5
the knocker on death's door by ellis peters,2,8.0
the knowledge of water by sarah smith,2,9.5
dead witch walking by kim harrison,2,9.5
the last male virgin by katherine deauxville,2,7.5
the last of the mohicans by james fenimore cooper,2,5.5
dead ringer by jasmine cresswell,2,3.0
day of the cheetah by dale brown,2,7.0
dawn by octavia e . butler,2,6.0
the leopard by giuseppe tomasi di lampedusa,2,9.0
davita's harp by chaim potok,2,7.5
the letter of the law by tim green,2,6.0
the lexus and the olive tree by thomas l . friedman,2,8.5
der himmel unter der stadt by colum mccann,2,5.5
david letterman's book of top ten lists and zesty lo - cal chicken recipes by david letterman,2,9.0
dave barry's only travel guide you'll ever need by dave barry,2,7.5
dave barry's homes and other black holes by dave barry,2,6.0
the lifeguard by richie tankersley cusick,2,5.0
the light at the end by john skipp,2,7.0
the lighthouse keeper by james michael pratt,2,9.0
dave barry talks back by dave barry,2,8.0
the lion in glory by shannon drake,2,8.5
the legacy by stephen w . frey,2,8.0
the legacy by r . a . salvatore,2,9.0
daydreams and doodles journal by laura dower,2,9.5
the last time i saw mother by arlene j chai,2,8.5
the last of the renshai by mickey zucker reichert,2,8.5
dead reckoning by michael baden,2,9.5
dead morn by piers anthony,2,6.0
dead man's walk by larry mcmurtry,2,7.5
dead man walking by helen prejean,2,6.5
dead in the water by stuart woods,2,9.0
the last to know by wendy corsi staub,2,8.0
the lecturer's tale by james hynes,2,7.0
the last vampire by christopher pike,2,8.5
the last victim by jason moss,2,8.0
the last viking by sandra hill,2,8.0
the late shift by bill carter,2,6.5
the lathe of heaven by ursula k . le guin,2,9.0
the lays of beleriand by j . r . r . tolkien,2,5.0
the immortal highlander by karen marie moning,2,9.5
eli by bill myers,2,8.5
der kleine hobbit by j . r . r . tolkien,2,9.5
the crime of the century by dennis l . breo,2,7.5
the complete robot by isaac asimov,2,8.0
the concrete blonde by michael connelly,2,9.0
the confessions of max tivoli by andrew sean greer,2,7.0
the conspiracy club by jonathan kellerman,2,7.5
the cornish trilogy by robertson davies,2,8.5
the corps by w . e . b . griffin,2,8.5
eureka by william diehl,2,8.0
eternity row by s . l . viehl,2,9.0
the courtship of princess leia by dave wolverton,2,7.5
"et tu , babe by mark leyner",2,7.0
the crazed by ha jin,2,7.5
the crepes of wrath by tamar myers,2,6.0
the crimes of charlotte bronte by james tully,2,7.5
the chocolate bear burglary by joanna carl,2,9.0
estate of mind by tamar myers,2,7.0
essential rumi by coleman barks,2,10.0
esco a fare due passi by fabio volo,2,7.0
the crown of columbus by louise erdrich,2,7.5
escape the night by richard north patterson,2,8.0
the crusading wizard by christopher stasheff,2,8.0
escape from the carnival of horrors by r . l . stine,2,5.5
"erst die rache , dann das vergnugen by eva heller",2,4.5
ernst luwig kirchner by ernst ludwig kirchner,2,8.5
the curse of madame c by gary larson,2,9.0
the curse of the pharaohs by elizabeth peters,2,9.5
the da vinci legacy by lewis perdue,2,7.0
even cowgirls get the blues by thomas robbins,2,7.5
the complete collected poems of maya angelou by maya angelou,2,9.5
"the complete book of incense , oils & brews by scott , cunningham",2,7.5
the complete bartender by robyn m . feller,2,7.0
eyes by joseph glass,2,6.5
the christmas basket by debbie macomber,2,8.0
exposure by r . j . pineiro,2,6.5
exploring the world of lucid dreaming by stephen laberge,2,7.0
exodus by leon uris,2,8.0
the city who fought by anne mccaffrey,2,9.0
the clash of fundamentalisms by tariq ali,2,9.5
the class menagerie by jill churchill,2,7.0
"excuse me , your life is waiting by lynn grabhorn",2,7.0
the cloister walk by kathleen norris,2,8.0
the clue in the diary by carolyn keene,2,8.0
everything to gain by barbara taylor bradford,2,7.5
everyone poops by taro gomi,2,8.5
everyday magic by dorothy morrison,2,9.0
every second counts by lance armstrong,2,7.0
the cold six thousand by james ellroy,2,6.0
the collected short stories by jeffrey archer,2,6.0
the collected strangers in paradise by terry moore,2,8.5
the collector by john fowles,2,8.0
"the colmena , la by camilo jose cela",2,8.0
every move she makes by robin burcell,2,8.0
every cloud has a silver lining by anne mazer,2,9.5
evergreen by belva plain,2,7.5
evening class uk edition by maeve binchy,2,8.5
the company of cats by michael j . rosen,2,8.0
the dalai lama's book of wisdom by dalai lama,2,8.5
the dance of intimacy by harriet lerner,2,9.5
the dangerous husband by jane shapiro,2,7.5
ellis island by fred mustard stewart,2,9.0
the diamond tiger by elizabeth lowell,2,9.0
"the diary of a teenage health freak by aidan , macfarlane",2,8.0
murder in little egypt by darcy o'brien,2,6.5
eleven hours by paullina simons,2,6.0
the diary of anais nin by anais nin,2,8.5
"the dictionary of cultural literacy by e . d . , jr . hirsch",2,9.5
el tunel by ernesto sabato,2,8.5
the discoverers by daniel boorstin,2,7.0
the discovery of heaven by harry mulisch,2,7.0
the discworld companion by stephen briggs,2,9.0
the discworld mapp by terry pratchett,2,10.0
the distant echo by val mcdermid,2,8.0
el silmarillion by j . r . r . tolkien,2,7.0
el senor de las moscas by william golding,2,6.5
el principito / little prince by antonie de saint,2,9.0
el principe destronado by miguel delibes,2,5.5
el perseguidor by julio cortazar,2,8.0
el maestro de esgrima by arturo perez - reverte,2,7.0
el libro de arena by jorge luis borges,2,8.0
el laberinto de las aceitunas by eduardo mendoza,2,8.0
el hombre que susurraba al oido de los caballos by nicholas evans,2,5.0
the doublet affair by fiona buckley,2,6.5
the doubtful guest by edward gorey,2,8.5
the dragon lord's daughters by bertrice small,2,9.5
the dragonslayers by bruce coville,2,6.0
ellen tebbits by beverly cleary,2,7.5
elmer gantry by sinclair lewis,2,8.0
the dangerous lives of altar boys by chris fuhrman,2,8.5
elusive mrs . pollifax by dorothy gilman,2,7.5
entering normal by anne d . leclaire,2,7.0
enormously foxtrot by bill amend,2,6.5
the dark on the other side by barbara michaels,2,7.5
english passengers by matthew kneale,2,9.0
enduring love by ian mcewan,2,8.0
endangered species by nevada barr,2,6.5
the day diana died by christopher andersen,2,8.0
the day jimmy's boa ate the wash by trinka hakes noble,2,6.5
"encyclopedia of natural medicine , revised 2nd edition by michael t . murray",2,5.0
encyclopedia of gods by michael jordan,2,7.5
encyclopedia brown by donald j . sobol,2,7.5
the death of common sense by philip k . howard,2,7.5
encore provence by peter mayle,2,7.0
the debt by randall robinson,2,8.5
the debutantes by bingham,2,7.0
the decameron by giovanni boccaccio,2,7.5
the deception by catherine coulter,2,5.5
enchanted love by marianne williamson,2,7.5
the deep end by joy fielding,2,7.5
the delaney woman by jeanette baker,2,7.5
emperor mage by tamora pierce,2,8.5
emma's secret by barbara taylor bradford,2,7.0
the demon awakens by r . a . salvatore,2,8.0
the demon spirit by r . a . salvatore,2,8.5
emily's daughter by linda warren,2,6.0
the choice by og mandino,2,9.0
the china bride by mary jo putney,2,9.0
der kleine prinz prince german hardy boys by antoine de saint - exupery,2,9.0
firehouse by david halberstam,2,9.5
the black knight by connie mason,2,6.5
the black stallion - pa by walter farley,2,10.0
five bells and bladebone by martha grimes,2,8.5
fit for a king by diana palmer,2,9.0
the blue bottle club by penelope j . stokes,2,6.0
fish caught in time the search for the by samantha weinberg,2,8.5
the blue lotus by herge,2,8.0
first knight by elizabeth chadwick,2,6.5
the boat of a million years by poul anderson,2,6.5
first frontier by diane carey,2,6.0
the bondwoman's narrative by hannah crafts,2,7.5
fires of the faithful by naomi kritzer,2,9.0
fire watch by connie willis,2,8.5
the chimney sweeper's boy by barbara vine,2,7.5
fire song by catherine coulter,2,9.0
fire and ice by tori carrington,2,9.0
the book of lights by chaim potok,2,7.5
the book of lost tales 1 by j . r . r . tolkien,2,5.5
the book of shadows by phyllis curott,2,7.5
the bookman's wake by john dunning,2,8.5
the borrowers by mary norton,2,10.0
finding fish by antwone fisher,2,9.0
final flight by stephen coonts,2,8.0
the boy on the bus by deborah schupack,2,2.0
the bravest dog ever by natalie standiford,2,7.0
field of thirteen by dick francis,2,8.5
five photos of my wife by agnes desarthe,2,7.0
flags of our fathers by james bradley,2,6.5
the black company by glen cook,2,9.5
flash point by metsy hingle,2,7.0
fool on the hill by matt ruff,2,9.5
fool moon by jim butcher,2,9.5
the bellmaker by brian jacques,2,8.0
the berenstain bear scouts in giant bat cave by stan berenstain,2,9.0
the berenstain bear scouts save that backscratcher by stan berenstain,2,9.0
follow the wind by don coldsmith,2,8.0
the berenstain bears and the week at grandma's by stan berenstain,2,7.5
the berenstain bears and too much junk food by stan berenstain,2,8.5
flughunde by marcel beyer,2,9.5
the berenstain bears' trouble at school by stan berenstain,2,6.0
the best american mystery stories 2001 by otto penzler,2,7.5
flu by gina bari kolata,2,9.0
the best american short stories 1999 by amy tan,2,7.0
flow by mihaly csikszentmihalyi,2,7.5
the best american travel writing 2000 by bill bryson,2,8.5
florida road kill by tim dorsey,2,7.5
flight of eagles by jack higgins,2,6.5
the bible according to mark twain by joseph b . mccullough,2,7.5
the big bad wolf tells all by donna kauffman,2,5.5
flesh and blood by michael cunningham,2,7.5
flavor of the month by olivia goldsmith,2,7.5
flatterland by ian stewart,2,5.5
flashpoint by suzanne brockmann,2,9.5
the bitch in the house by cathi hanauer,2,8.0
the black album by hanif kureishi,2,7.5
the bride - promotional by julie garwood,2,8.0
the bride and the beast by teresa medeiros,2,8.5
the bride finder by susan carroll,2,7.5
familiars by denise little,2,7.5
fame and fortune by kate coscarelli,2,9.5
fallout by james huston,2,8.0
fallende schatten by gemma oconnor,2,5.5
fallen host by lyda morehouse,2,9.5
the cat who went into the closet by lilian jackson braun,2,8.5
fallen angels by lori foster,2,10.0
the cat who went to paris by peter gethers,2,7.0
the catastrophist by ronan bennett,2,8.5
the catch trap by marion zimmer bradley,2,8.0
faith of my fathers by john mccain,2,7.5
the cathedral & the bazaar by eric s . raymond,2,8.0
the cats' house by bob walker,2,9.5
the caveman's valentine by george dawes green,2,7.0
fairy tales by h . c . andersen,2,9.5
fair play by deirdre martin,2,9.0
fair ball by bob costas,2,8.0
the celtic riddle by lyn hamilton,2,8.0
the cement garden by ian mcewan,2,9.0
fahrenheit 451 - t . d . - by ray bradbury,2,9.0
the chalice and the blade by riane eisler,2,9.0
the character of rain by amelie nothomb,2,8.0
fade away by harlan coben,2,7.0
the child in time by ian mcewan,2,9.0
fables and reflections by neil gaiman,2,9.5
the children of hamlin by carmen carter,2,8.5
the cat who moved a mountain by lilian jackson braun,2,7.5
family secrets by anne marie winston,2,7.5
the bride hunt by jane feather,2,7.5
the cat lover's book of fascinating facts by ed lucaire,2,8.5
ferne ufer . der 3 . band der grossen highland - saga by diana gabaldon,2,10.0
feine freunde . commissario brunettis neunter fall by donna leon,2,8.0
the broken crown by michelle west,2,5.0
feeling good by david d . burns,2,10.0
the brush - off by laura bradley,2,8.0
fear of frying by jill churchill,2,9.5
fear and trembling by amelie nothomb,2,7.5
fear and loathing in las vegas and other american stories by hunter s . thompson,2,9.5
the burglar who liked to quote kipling by lawrence block,2,7.0
the burglar who painted like mondrian by lawrence block,2,7.0
the burglar who studied spinoza by lawrence block,2,7.0
father for keeps by ana seymour,2,7.5
the cajun cowboy by sandra hill,2,9.5
fatal tide by iris johansen,2,8.0
the calling of emily evans by janette oke,2,9.5
the camera my mother gave me by susanna kaysen,2,7.5
fat chance by leslea newman,2,10.0
fashionably late by olivia goldsmith,2,7.0
the canterville ghost and other stories by oscar wilde,2,5.0
the captain's daughter by peter david,2,8.0
the carbohydrate addict's diet by rachael f . heller,2,9.0
the carousel by belva plain,2,6.0
farewell to manzanar by jeanne w . houston,2,7.5
far pavilions by m . m . kaye,2,8.5
the cat ate my gymsuit by paula danziger,2,9.5
the drawing of the dark by tim powers,2,7.5
el coronel no tiene quien le escriba by gabriel garcia marquez,2,9.0
el club de los poetas muertos by n . h . kleinbaum,2,8.5
die mutter by petra hammesfahr,2,8.5
die zwei turme ii by j . r . r . tolkien,2,10.0
the great baby caper by eugenia riley,2,5.5
die wiederkehr des konigs iii by j . r . r . tolkien,2,10.0
the great gilly hopkins by katherine paterson,2,8.5
the great husband hunt by laurie graham,2,6.5
the great pretender by millenia black,2,7.0
"the great shark hunt by hunter s . , md . thompson",2,6.5
die trying by lee child,2,8.5
die truhen des arcimboldo . nach den tagebuchern des heinrich wilhelm lehmann by hanjo lehmann,2,4.5
the greatest miracle in the world by og mandino,2,9.0
die softly by christopher pike,2,5.0
die putzfraueninsel by milena moser,2,7.0
the ground beneath her feet by salman rushdie,2,7.5
el arbol de la ciencia by baroja,2,6.5
die musik der wale by wally lamb,2,5.5
the gryphon by nick bantock,2,9.0
the guinness book of records 1999 by guinness,2,6.5
"the gulag archipelago , 1918 - 1956 by alexander solzhenitsyn",2,7.5
die lugen der frauen by ljudmila ulitzkaja,2,8.5
the guns of avalon by roger zelazny,2,5.0
the guns of the south by harry turtledove,2,8.5
the haj by leon uris,2,6.5
die leichten schritte des wahnsinns by polina daschkowa,2,10.0
die korrekturen by jonathan franzen,2,5.5
the hand that rocks the cradle by robert tine,2,7.5
die keltennadel by patrick dunne,2,7.5
diet for a small planet by frances moore lappe,2,7.5
the grass dancer by susan power,2,8.5
diez negritos by agatha christie,2,9.5
the grand and wonderful day by mary packard,2,9.0
the gift of the magi and other short stories by o . henry,2,9.0
do no harm by gregg hurwitz,2,8.5
dix petits negres by agatha christie,2,8.5
divine invasion by philip k . dick,2,9.5
divided in death by j . d . robb,2,7.5
distress by greg egan,2,8.0
dispatches by michael herr,2,7.5
disney's the lion king by m . hover,2,9.0
the glasswrights' apprentice by mindy l . klasky,2,6.0
the glory field by walter dean myers,2,7.0
the goal by eliyahu m . goldratt,2,8.0
the god chasers by tommy tenney,2,6.0
the god particle by leon lederman,2,9.0
disney's pocahontas by justine korman,2,5.0
the goddess in the bedroom by zsuzsanna e . budapest,2,8.5
the goddess in the office by zsuzsanna e . budapest,2,6.0
discovering your past lives by gloria chadwick,2,5.5
dirt music by tim winton,2,9.0
the golden notebook by doris m . lessing,2,7.5
dinosaurs before dark by mary pope osborne,2,6.5
the golden ratio by mario livio,2,8.5
the good daughter by jean brashear,2,8.0
dim sum dead by jerrilyn farmer,2,7.0
the gospel according to the son by norman mailer,2,5.5
the gospel of judas by simon mawer,2,7.0
the hands of chaos by margaret weis,2,9.0
the handyman by carolyn see,2,9.0
the happy mutant handbook / mischievous fun for higher primates by carla sinclair,2,8.0
di and i by peter lefcourt,2,7.5
destiny's road by larry niven,2,7.0
destiny unleashed by sherryl woods,2,9.0
destiny by elizabeth haydon,2,9.5
despistes y franquezas by mario benedetti,2,8.0
desperate measures by kate wilhelm,2,8.5
the hound of the baskervilles by sir arthur conan doyle,2,10.0
desperado by diana palmer,2,8.5
despair by vladimir vladimirovich nabokov,2,8.5
the house at pooh corner by a . a . milne,2,7.5
the house at pooh corner by alan alexander milne,2,8.0
desired by virginia henley,2,7.5
derailed by james siegel,2,5.5
der wilde tanz der seidenrocke by robert merle,2,7.0
der verrat by john grisham,2,8.0
der verdacht . kriminalroman by friedrich durrenmatt,2,8.5
the hunt for hawke's daughter by jean barrett,2,8.5
der talentierte mr . ripley by patricia highsmith,2,7.5
the husband test by betina m . krahn,2,5.0
the hyde park headsman by anne perry,2,7.5
the ice storm by rick moody,2,3.5
der novembermorder by helene tursten,2,7.5
the iliad of homer by homer,2,9.5
the ill - made mute by cecilia dart - thornton,2,5.5
der magier . das tor ins nichts by wolfgang hohlbein,2,4.5
der klient by john grisham,2,7.5
devil's flu by pete davies,2,9.0
the hollow by agatha christie,2,9.0
die im dunkeln sieht man doch . roman by barbara vine,2,6.0
the holiday present by johanna lindsey,2,6.5
die hirnkonigin by thea dorn,2,7.0
die hexen von eastwick . roman by john updike,2,8.5
the haunted mesa by louis l'amour,2,5.5
die geschichte von herrn sommer by patrick suskind,2,6.0
the hearing by john lescroart,2,9.5
die farben der magie / der zauberhut . zwei scheibenweltromane by terry pratchett,2,8.0
die falle by robert gernhardt,2,8.5
die erben des medicus by noah gordon,2,7.0
die dunkle seite des mondes by martin suter,2,6.5
die cappuccino - jahre . aus dem tagebuch des adrian mole by sue townsend,2,7.5
die akte . roman by john grisham,2,7.5
the hero's walk by anita rau badami,2,7.0
the hidden life of humans by erika ritter,2,7.0
the hiding place by trezza azzopardi,2,9.0
diario de un killer sentimental seguido de yacare by luis sepulveda,2,6.0
the highly sensitive person by elaine aron,2,6.5
the hippopotamus by stephen fry,2,8.0
the hippopotamus pool by elizabeth peters,2,9.0
dianetics by l . ron hubbard,2,5.5
the hitch hiker's guides by douglas adams,2,8.5
the hitchhiker by r . l . stine,2,6.5
"diana - taschenbucher , nr . 71 , das urteil am kreuzweg by iain pears",2,4.0
"diana - taschenbucher , nr . 1 , das grune akkordeon by annie proulx",2,5.5
diamond mask by julian may,2,6.0
diamond girl by diana palmer,2,7.5
doctor zhivago by boris pasternak,2,8.5
doctor's daughter by judith bowen,2,6.5
doctor's orders by diane duane,2,7.5
the engines of god by jack mcdevitt,2,8.0
the entropy effect by vonda n . mcintryre,2,5.5
eat drink and be wary by tamar myers,2,7.5
earthway by mary summer rain,2,8.5
earth song by catherine coulter,2,9.0
the eugenics wars vol . 2 by greg cox,2,7.0
the eugenics wars vol i by greg cox,2,7.5
earth by steve gray,2,7.5
the evolution of jane by cathleen schine,2,6.0
the excalibur alternative by david weber,2,8.5
each peach pear plum by janet ahlberg,2,10.0
e=mc2 by david bodanis,2,8.5
dune encyclopedia tr by willis e . mcnelly,2,7.5
duets #57 by candy halliday,2,6.0
duane's depressed by larry mcmurtry,2,8.5
dtv by schwanitz,2,4.0
drumveyn by alexandra raife,2,6.5
the face of a stranger by anne perry,2,6.5
the face of battle by john keegan,2,7.0
the face on the milk carton by caroline b . cooney,2,9.0
the fact of a doorframe by adrienne rich,2,9.0
drop city by t . coraghessan boyle,2,5.0
the faeries' oracle by brian froud,2,7.5
driving lessons by curtiss matlock,2,6.5
drinking the rain by alix kates shulman,2,8.0
drink with the devil by jack higgins,2,6.0
the enneagram by helen palmer,2,8.5
the enemy within by larry bond,2,6.0
the far pavilions by m . m . kaye,2,8.0
the enemy within by l . ron hubbard,2,9.0
el alquimista impaciente by lorenzo silva,2,8.5
el alquimista by paulo coelho,2,6.5
el aleph by jorge luis borges,2,9.0
the druids by peter berresford ellis,2,6.5
the duke and i by julia quinn,2,9.0
the eagle catcher by margaret coel,2,5.0
einer flog uber das kuckucksnest by ken kesey,2,9.0
eine mittelgewichts - ehe . roman by john irving,2,7.5
ein perfekter freund by martin suter,2,8.5
ein ort fur die ewigkeit by val mcdermid,2,7.0
ein gutes omen by terry pratchett,2,9.0
the eighth commandment by lawrence sanders,2,9.0
eighty - sixed by david b . feinberg,2,7.0
eight million ways to die by lawrence block,2,6.5
eight black horses by ed mcbain,2,8.0
the eleventh garfield fat cat by jim davis,2,6.0
the eleventh plague by john s . marr,2,8.0
"edition suhrkamp , nr . 1 , leben des galilei by bertolt brecht",2,6.5
edge of the moon by rebecca york,2,7.5
the empress file by john sandford,2,7.5
ecology of a cracker childhood by janisse ray,2,9.5
eccentric circles by rebecca lickiss,2,6.5
the end of the pier by martha grimes,2,6.0
ebola by william t . close,2,7.5
eating fire and drinking water by arlene j chai,2,8.0
the family orchard by nomi eve,2,8.0
dreaming water by gail tsukiyama,2,8.0
doctored evidence by michael biehl,2,7.0
the foot book by dr . seuss,2,9.5
the forest by edward rutherfurd,2,6.0
the forest lord by susan krinard,2,7.5
double dealer by max allan collins,2,4.0
the forgetting room by nick bantock,2,9.5
the forgotten by tamara thorne,2,9.0
the fortune hunter by diane farr,2,5.5
the four feathers by a . e . w . mason,2,9.0
dona flor and her two husbands by jorge amado,2,7.5
don't step in the leadership by scott adams,2,8.5
"don't roll your eyes at me , young man by jerry scott",2,9.5
don't look behind you by lois duncan,2,8.0
the funnies by j . robert lennon,2,8.5
don't look back by amanda quick,2,8.0
the fury by l . j . smith,2,7.0
domain by steve alten,2,7.5
the gap into vision by stephen donaldson,2,7.0
the gardens of kyoto by kate walbert,2,7.5
the gashlycrumb tinies by edward gorey,2,10.0
dolores by stephen king,2,9.0
dolce agonia by nancy huston,2,6.5
doing good by pamela morsi,2,8.5
dogs and their women by louise taylor,2,9.0
the genesis wave book one by john vornholt,2,10.0
dog eat dog by jerry jay carroll,2,8.0
does she or doesn't she by alisa kwitney,2,7.0
the foot book by dr seuss,2,9.0
the fly on the wall by tony hillerman,2,5.5
dreaming southern by linda bruckheimer,2,6.0
the flower master by sujata massey,2,7.5
the farther shore by christie golden,2,8.0
dreaming by jill barnett,2,7.5
dreamcatcher by dinah mccall,2,7.5
the feeling good handbook by david d . burns,2,6.0
the fifth angel by tim green,2,6.5
dream brother by david browne,2,8.5
the fifth dominion by clive barker,2,8.5
the fifth ring by mitchell graham,2,8.5
dragons of summer flame by margaret weis,2,7.5
the final confession of mabel stark by robert hough,2,5.5
dragons in the waters by madeleine l'engle,2,8.0
dragonne's eg by mary brown,2,7.5
the firebrand by marion zimmer bradley,2,7.5
dragonflight 1 by anne mccaffrey,2,10.0
dragon's kin by anne mccaffrey,2,7.0
dr texas by debbie macomber,2,7.5
dr . tatiana's sex advice to all creation by olivia judson,2,7.5
cyclops by clive cussler,2,7.0
dr . seuss's a b c by dr seuss,2,10.0
the first man in rome by colleen mccullough,2,7.5
the first victim by ridley pearson,2,7.5
the flame and the flower by kathleen e . woodiwiss,2,4.5
the flamingo rising by larry baker,2,8.0
down in the garden by anne geddes,2,6.5
the florabama ladies auxiliary and sewing circle by lois battle,2,7.0
the mermaids singing by val mcdermid,2,6.5
chances by jackie collins,2,8.5
cybernation by steve perry,2,6.5
an unkindness of ravens by ruth rendell,2,8.0
